time_s,time_ms,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,accel_x_g,accel_y_g,accel_z_g,X_GYRO_LWR_raw,Y_GYRO_LWR_raw,Z_GYRO_LWR_raw,X_ACCL_LWR_raw,Y_ACCL_LWR_raw,Z_ACCL_LWR_raw
17.958085,17958.084840,-0.083202,-0.041895,0.143420,0.068914,-0.948424,-0.309027,-54527,-27456,93992,3613097,-49724709,-16201938
17.959310,17959.310340,0.156940,0.311220,0.044374,0.059526,-0.949718,-0.309585,102852,203961,29081,3120887,-49792569,-16231154
17.960487,17960.486820,0.110275,0.158658,0.190816,0.062451,-0.950729,-0.305899,72270,103978,125053,3274212,-49845596,-16037904
17.961663,17961.663300,-0.035545,0.158777,0.143083,0.068526,-0.954191,-0.307206,-23295,104056,93771,3592711,-50027078,-16106456
17.962840,17962.839780,0.205441,0.012685,-0.102042,0.061890,-0.953811,-0.309975,134638,8313,-66874,3244827,-50007142,-16251622
17.964016,17964.016260,0.157970,-0.038962,-0.004308,0.066399,-0.950172,-0.306371,103527,-25534,-2823,3481225,-49816394,-16062677
17.965193,17965.192740,0.205832,0.111588,-0.004642,0.068045,-0.953412,-0.307159,134894,73130,-3042,3567535,-49986235,-16103960
17.966418,17966.418240,0.303159,0.310431,0.140810,0.065097,-0.953021,-0.308716,198678,203444,92281,3412942,-49965773,-16185589
17.967595,17967.594720,0.205830,0.111586,-0.004640,0.065484,-0.948767,-0.305052,134893,73129,-3041,3433236,-49742692,-15993497
17.968771,17968.771200,0.158153,0.110619,0.093089,0.065504,-0.950695,-0.306743,103647,72495,61007,3434274,-49843785,-16082174
17.969948,17969.947680,0.059793,0.261957,-0.003677,0.067050,-0.949981,-0.310249,39186,171676,-2410,3515362,-49806367,-16265997
17.971124,17971.124160,0.061214,0.010677,0.045039,0.063000,-0.951279,-0.308239,40117,6997,29517,3302999,-49874427,-16160597
17.972350,17972.349660,0.009909,0.413478,-0.100769,0.066518,-0.947267,-0.306456,6494,270977,-66040,3487478,-49664058,-16067111
17.973526,17973.526140,0.158357,0.060497,0.093138,0.061096,-0.949179,-0.306916,103781,39647,61039,3203181,-49764327,-16091243
17.974703,17974.702620,-0.034322,-0.141399,0.143195,0.064100,-0.947763,-0.305174,-22493,-92667,93844,3360677,-49690084,-15999922
17.975879,17975.879100,0.255324,-0.138281,-0.004857,0.067598,-0.948384,-0.304131,167329,-90624,-3183,3544100,-49722625,-15945230
17.977056,17977.055580,0.011736,0.160855,0.045450,0.069478,-0.945697,-0.305578,7691,105418,29786,3642670,-49581764,-16021076
17.978281,17978.281080,0.012151,0.059940,0.094162,0.065059,-0.948766,-0.303398,7963,39282,61710,3410942,-49742667,-15906787
17.979458,17979.457560,-0.278914,0.308102,0.193497,0.064357,-0.949924,-0.306742,-182789,201918,126810,3374175,-49803379,-16082111
17.980634,17980.634040,-0.083180,-0.142256,0.192226,0.066169,-0.950529,-0.306422,-54513,-93229,125977,3469137,-49835077,-16065339
17.981811,17981.810520,0.207057,-0.090358,0.141577,0.066514,-0.945561,-0.300533,135697,-59217,92784,3487265,-49574603,-15756590
17.982987,17982.987000,-0.085788,0.011461,-0.051297,0.065018,-0.942843,-0.303985,-56222,7511,-33618,3408816,-49432147,-15937544
17.984213,17984.212500,-0.133075,0.108839,0.143832,0.068028,-0.946073,-0.306977,-87212,71329,94262,3566645,-49601490,-16094461
17.985389,17985.388980,-0.230206,-0.040553,0.047083,0.064192,-0.945959,-0.305613,-150868,-26577,30856,3365486,-49595494,-16022926
17.986565,17986.565460,-0.470952,-0.342876,0.097423,0.064679,-0.947526,-0.306661,-308643,-224707,63847,3391035,-49677654,-16077857
17.987742,17987.741940,-0.231200,-0.088663,-0.099022,0.066758,-0.947896,-0.307443,-151519,-58106,-64895,3500028,-49697030,-16118878
17.988918,17988.918420,-0.133669,0.060059,0.046429,0.065893,-0.947910,-0.308517,-87601,39360,30428,3454665,-49697773,-16175190
17.990144,17990.143920,0.061034,-0.040118,0.093843,0.066839,-0.945507,-0.309148,39999,-26292,61501,3504264,-49571774,-16208276
17.991320,17991.320400,-0.036507,-0.089268,-0.002911,0.066955,-0.948131,-0.307999,-23925,-58503,-1908,3510363,-49709345,-16148020
17.992497,17992.496880,0.010352,0.112744,-0.100653,0.066193,-0.946289,-0.305960,6784,73888,-65964,3470413,-49612786,-16041126
17.993673,17993.673360,0.062833,-0.092923,0.288658,0.067084,-0.946169,-0.308563,41178,-60898,189175,3517140,-49606491,-16177586
17.994850,17994.849840,-0.279877,-0.038725,-0.098701,0.065786,-0.945872,-0.309082,-183420,-25379,-64685,3449106,-49590922,-16204780
17.996026,17996.026320,0.061821,0.058112,0.239946,0.063496,-0.950571,-0.309442,40515,38084,157251,3329016,-49837288,-16223694
17.997252,17997.251820,-0.232007,0.012250,-0.147731,0.067267,-0.948129,-0.308788,-152048,8028,-96817,3526706,-49709247,-16189381
17.998428,17998.428300,0.156172,0.112625,-0.052921,0.063787,-0.951107,-0.306561,102349,73810,-34682,3344250,-49865406,-16072610
17.999605,17999.604780,-0.083191,-0.042683,0.240924,0.066141,-0.949245,-0.309919,-54520,-27973,157892,3467711,-49767777,-16248697
18.000781,18000.781260,-0.180751,0.107314,0.241562,0.067169,-0.955864,-0.309773,-118457,70329,158310,3521574,-50114788,-16241045
18.001958,18001.957740,-0.038734,0.262926,-0.100337,0.066040,-0.956267,-0.308919,-25385,172311,-65757,3462422,-50135942,-16196247
18.003183,18003.183240,0.057025,0.165732,-0.295792,0.064233,-0.953552,-0.311542,37372,108614,-193850,3367636,-49993579,-16333766
18.004360,18004.359720,-0.037927,0.162012,-0.051630,0.065943,-0.951436,-0.307109,-24856,106176,-33836,3457317,-49882668,-16101358
18.005536,18005.536200,0.011150,0.111403,-0.003247,0.068108,-0.955415,-0.308022,7307,73009,-2128,3570816,-50091288,-16149241
18.006713,18006.712680,-0.229399,-0.141467,0.095792,0.066716,-0.953863,-0.307970,-150339,-92712,62778,3497863,-50009881,-16146480
18.007889,18007.889160,0.107687,0.212015,-0.003900,0.063300,-0.953515,-0.308858,70574,138946,-2556,3318762,-49991662,-16193058
18.009115,18009.114660,-0.133853,-0.088965,-0.050967,0.064222,-0.952688,-0.311257,-87722,-58304,-33402,3367091,-49948278,-16318837
18.010291,18010.291140,0.010954,0.061951,-0.051947,0.067012,-0.950418,-0.311838,7179,40600,-34044,3513361,-49829293,-16349294
18.011468,18011.467620,0.256923,-0.042734,0.336063,0.068356,-0.950429,-0.308625,168377,-28006,220242,3583813,-49829877,-16180849
18.012644,18012.644100,0.009953,0.113416,-0.149356,0.063422,-0.945200,-0.310916,6523,74328,-97882,3325123,-49555706,-16300977
18.013821,18013.820580,0.011948,0.110062,0.094159,0.066570,-0.945704,-0.308766,7830,72130,61708,3490163,-49582109,-16188256
18.015046,18015.046080,0.058835,0.013354,-0.149673,0.069628,-0.948764,-0.308157,38558,8752,-98090,3650535,-49742564,-16156318
18.016223,18016.222560,0.011568,-0.088414,-0.051938,0.064777,-0.949334,-0.308199,7581,-57943,-34038,3396202,-49772441,-16158482
18.017399,18017.399040,-0.036293,-0.238962,-0.051607,0.069231,-0.948855,-0.310330,-23785,-156606,-33821,3629689,-49747312,-16270228
18.018576,18018.575520,0.059846,-0.137680,-0.100963,0.066540,-0.949392,-0.308218,39221,-90230,-66167,3488615,-49775474,-16159494
18.019752,18019.752000,0.156161,0.212199,-0.004224,0.066521,-0.944679,-0.306923,102342,139067,-2768,3487632,-49528393,-16091625
18.020978,18020.977500,0.010983,-0.236766,-0.198039,0.066193,-0.944062,-0.309013,7198,-155167,-129787,3470424,-49496047,-16201180
18.022154,18022.153980,0.059410,0.261281,0.045123,0.066115,-0.950425,-0.310451,38935,171233,29572,3466327,-49829643,-16276564
18.023330,18023.330460,0.157591,-0.138652,-0.004204,0.062925,-0.948533,-0.307874,103279,-90867,-2755,3299072,-49730439,-16141466
18.024507,18024.506940,-0.036916,0.010974,-0.002917,0.069901,-0.942798,-0.308378,-24193,7192,-1912,3664809,-49429774,-16167908
18.025683,18025.683420,0.205034,0.211713,0.044154,0.068514,-0.947443,-0.307587,134371,138748,28937,3592121,-49673301,-16126435
18.026909,18026.908920,-0.233817,0.164627,-0.293849,0.067036,-0.948087,-0.307093,-153234,107890,-192577,3514630,-49707048,-16100492
18.028085,18028.085400,-0.037509,-0.037804,-0.100320,0.065369,-0.949600,-0.307719,-24582,-24775,-65746,3427232,-49786412,-16133346
18.029262,18029.261880,0.300990,0.163971,-0.102599,0.071442,-0.945509,-0.303465,197257,107460,-67239,3745596,-49571912,-15910316
18.030438,18030.438360,-0.037334,0.210791,0.045773,0.064666,-0.945830,-0.304030,-24467,138144,29998,3390346,-49588717,-15939936
18.031615,18031.614840,-0.084583,-0.090123,0.046115,0.068323,-0.950741,-0.307478,-55432,-59063,30222,3582117,-49846191,-16120717
18.032791,18032.791320,0.058435,0.014026,-0.198376,0.063791,-0.948001,-0.304703,38296,9192,-130008,3344475,-49702554,-15975203
18.034017,18034.016820,0.447218,-0.035291,-0.152264,0.067396,-0.951773,-0.307860,293089,-23128,-99788,3533480,-49900327,-16140735
18.035193,18035.193300,0.112300,-0.143529,0.337038,0.065401,-0.948733,-0.306880,73597,-94063,220881,3428873,-49740951,-16089366
18.036370,18036.369780,-0.230597,-0.238356,-0.147720,0.065456,-0.950147,-0.307415,-151124,-156209,-96810,3431805,-49815072,-16117379
18.037546,18037.546260,0.105518,-0.132130,-0.490912,0.063470,-0.951274,-0.308512,69152,-86593,-321724,3327632,-49874146,-16174939
18.038723,18038.722740,-0.036516,-0.088596,-0.051617,0.069426,-0.948336,-0.308469,-23931,-58062,-33828,3639911,-49720118,-16172650
18.039948,18039.948240,-0.036311,-0.138718,-0.051614,0.063885,-0.952198,-0.304765,-23797,-90910,-33826,3349438,-49922607,-15978489
18.041125,18041.124720,-0.083795,-0.090791,0.094815,0.068430,-0.952341,-0.305602,-54916,-59501,62138,3587678,-49930112,-16022361
18.042301,18042.301200,0.157768,0.011043,0.044487,0.063172,-0.950148,-0.311104,103395,7237,29155,3312024,-49815139,-16310818
18.043478,18043.477680,-0.132288,0.108170,0.192532,0.069903,-0.945937,-0.308387,-86696,70890,126178,3664949,-49594326,-16168341
18.044654,18044.654160,0.011150,0.012503,-0.100650,0.063815,-0.950322,-0.306514,7307,8194,-65962,3345766,-49824233,-16070164
18.045880,18045.879660,-0.034698,-0.340546,0.045802,0.062222,-0.949136,-0.309830,-22740,-223180,30017,3262227,-49762055,-16244021
18.047056,18047.056140,0.010147,0.063965,-0.198059,0.065547,-0.951566,-0.309289,6650,41920,-129800,3436536,-49889438,-16215658
18.048233,18048.232620,-0.327359,-0.089700,-0.049675,0.066423,-0.949154,-0.307270,-214538,-58786,-32555,3482470,-49763022,-16109820
18.049409,18049.409100,-0.230820,0.010910,-0.050328,0.065742,-0.951046,-0.307268,-151270,7150,-32983,3446794,-49862212,-16109670
18.050586,18050.585580,0.157787,-0.188103,-0.052907,0.068921,-0.951359,-0.306776,103407,-123275,-34673,3613434,-49878631,-16083891
18.051811,18051.811080,-0.181548,0.009753,0.046753,0.066052,-0.950727,-0.306747,-118979,6392,30640,3463050,-49845495,-16082358
18.052988,18052.987560,-0.084814,0.159818,0.094800,0.066607,-0.949244,-0.311033,-55584,104738,62128,3492124,-49767701,-16307070
18.054164,18054.164040,0.059624,0.012686,-0.100974,0.067316,-0.949072,-0.309206,39075,8314,-66174,3529290,-49758698,-16211294
18.055341,18055.340520,0.060226,-0.038106,-0.052267,0.067510,-0.945891,-0.309119,39470,-24973,-34254,3539449,-49591911,-16206728
18.056517,18056.517000,0.011557,-0.087741,-0.100644,0.062970,-0.952383,-0.309402,7574,-57502,-65958,3301460,-49932296,-16221585
18.057742,18057.742500,-0.039143,0.264268,-0.197746,0.066897,-0.950258,-0.310208,-25653,173191,-129595,3507338,-49820867,-16263831
18.058919,18058.918980,-0.136285,0.214449,-0.245799,0.066174,-0.948695,-0.309911,-89316,140541,-161087,3469404,-49738935,-16248266
18.060095,18060.095460,-0.134076,0.061400,-0.050978,0.067184,-0.948054,-0.309934,-87868,40239,-33409,3522387,-49705356,-16249491
18.061272,18061.271940,0.205054,-0.036884,-0.101941,0.063789,-0.952378,-0.311286,134384,-24172,-66808,3344356,-49932028,-16320356
18.062448,18062.448420,0.108496,0.111101,0.044807,0.067701,-0.948677,-0.310177,71104,72811,29365,3549477,-49737981,-16262225
18.063625,18063.624900,-0.135060,0.012617,-0.148380,0.067458,-0.947336,-0.307272,-88513,8269,-97242,3536724,-49667681,-16109908
18.064850,18064.850400,0.060847,-0.189143,-0.003554,0.067305,-0.950395,-0.306212,39877,-123957,-2329,3528731,-49828071,-16054344
18.066027,18066.026880,-0.085593,0.060913,-0.002597,0.065811,-0.951055,-0.310629,-56094,39920,-1702,3450399,-49862696,-16285921
18.067203,18067.203360,-0.084776,-0.139574,-0.002585,0.062906,-0.953165,-0.308821,-55559,-91471,-1694,3298106,-49973274,-16191097
18.068380,18068.379840,0.058826,0.112929,-0.100977,0.062351,-0.949720,-0.309249,38552,74009,-66176,3268966,-49792658,-16213558
18.069556,18069.556320,-0.036934,0.210121,0.094476,0.066697,-0.949190,-0.307748,-24205,137705,61916,3496866,-49764911,-16134876
18.070782,18070.781820,0.109915,-0.140178,0.093526,0.063141,-0.952645,-0.306755,72034,-91867,61293,3310420,-49946019,-16082784
18.071958,18071.958300,0.061830,-0.041460,0.191249,0.062564,-0.953237,-0.305778,40521,-27171,125337,3280179,-49977080,-16031597
18.073135,18073.134780,0.012764,-0.090425,0.094170,0.067227,-0.950515,-0.306973,8365,-59261,61715,3524612,-49834386,-16094223
18.074311,18074.311260,-0.181158,0.207558,0.241556,0.066493,-0.951031,-0.305522,-118724,136025,158306,3486149,-49861392,-16018146
18.075488,18075.487740,0.060042,-0.088229,-0.052263,0.067003,-0.952057,-0.309331,39349,-57822,-34251,3512913,-49915217,-16217828
18.076713,18076.713240,-0.085165,-0.238477,-0.099986,0.064592,-0.950479,-0.309640,-55814,-156288,-65527,3386473,-49832472,-16234077
18.077890,18077.889720,0.059224,0.112257,-0.052274,0.065951,-0.948565,-0.305529,38813,73569,-34258,3457747,-49732130,-16018541
18.079066,18079.066200,0.011150,0.111403,-0.003247,0.065446,-0.949124,-0.306490,7307,73009,-2128,3431263,-49761425,-16068918
18.080243,18080.242680,-0.134660,0.011948,-0.099675,0.065178,-0.950274,-0.309238,-88251,7830,-65323,3417210,-49821736,-16212978
18.081419,18081.419160,-0.083569,-0.241159,0.094826,0.064933,-0.948140,-0.303746,-54768,-158046,62145,3404347,-49709843,-15925024
18.082645,18082.644660,-0.035515,-0.041159,0.143195,0.064094,-0.947690,-0.306672,-23275,-26974,93844,3360347,-49686252,-16078440
18.083821,18083.821140,-0.133279,0.158961,0.143829,0.068935,-0.949237,-0.305831,-87346,104177,94260,3614194,-49767360,-16034342
18.084998,18084.997620,0.106911,0.014211,-0.198701,0.065326,-0.951195,-0.303115,70065,9313,-130221,3424955,-49870024,-15891957
18.086174,18086.174100,-0.231393,-0.138115,-0.147723,0.067164,-0.946485,-0.309442,-151646,-90515,-96812,3521313,-49623052,-16223662
18.087351,18087.350580,0.010751,0.112074,-0.051950,0.065621,-0.947951,-0.307931,7046,73449,-34046,3440405,-49699909,-16144452
18.088576,18088.576080,0.011752,0.060611,0.045457,0.067082,-0.948795,-0.307775,7702,39722,29791,3517017,-49744204,-16136279
18.089753,18089.752560,-0.036711,-0.039146,-0.002914,0.066975,-0.949621,-0.307792,-24059,-25655,-1910,3511418,-49787480,-16137185
18.090929,18090.929040,0.063037,-0.143045,0.288661,0.065396,-0.945875,-0.308342,41312,-93746,189177,3428644,-49591082,-16166001
18.092106,18092.105520,0.109119,-0.138837,-0.003880,0.065853,-0.949620,-0.303528,71512,-90988,-2543,3452568,-49787461,-15913618
18.093282,18093.282000,0.207651,-0.041579,0.238982,0.066612,-0.949159,-0.309093,136086,-27249,156619,3492397,-49763246,-16205394
18.094507,18094.507500,-0.375629,-0.041106,0.048055,0.066495,-0.949359,-0.309849,-246172,-26939,31493,3486245,-49773736,-16244987
18.095684,18095.683980,0.156766,0.161406,0.044481,0.064213,-0.948164,-0.308027,102738,105779,29151,3366589,-49711110,-16149501
18.096860,18096.860460,0.108719,-0.138167,-0.052582,0.067153,-0.947489,-0.304594,71250,-90549,-34460,3520767,-49675703,-15969478
18.098037,18098.036940,-0.133270,0.059387,0.095132,0.067680,-0.949533,-0.307777,-87340,38920,62346,3548360,-49782883,-16136394
18.099213,18099.213420,-0.182318,-0.188722,-0.099341,0.068633,-0.950343,-0.307347,-119484,-123681,-65104,3598351,-49825351,-16113858
18.100390,18100.389900,0.061034,-0.040120,0.093843,0.066429,-0.949546,-0.307311,39999,-26293,61501,3482778,-49783561,-16111965
18.101615,18101.615400,0.155392,-0.085179,-0.247722,0.065015,-0.948692,-0.304975,101838,-55823,-162347,3408636,-49738804,-15989464
18.102792,18102.791880,-0.085361,-0.287927,-0.148686,0.064716,-0.949913,-0.305192,-55942,-188696,-97443,3393004,-49802812,-16000869
18.103968,18103.968360,-0.134262,0.011278,-0.050974,0.064482,-0.951745,-0.312380,-87990,7391,-33406,3380723,-49898848,-16377702
18.105145,18105.144840,-0.228212,-0.043907,0.290598,0.061863,-0.951653,-0.310302,-149561,-28775,190446,3243379,-49894002,-16268772
18.106321,18106.321320,-0.132063,-0.042197,0.192543,0.067769,-0.951310,-0.311530,-86549,-27654,126185,3553057,-49876061,-16333121
18.107547,18107.546820,0.058417,0.213171,-0.100983,0.066387,-0.949947,-0.309344,38284,139704,-66180,3480571,-49804580,-16218519
18.108723,18108.723300,0.012959,-0.040974,0.142871,0.064950,-0.950787,-0.308733,8493,-26853,93632,3405245,-49848604,-16186493
18.109900,18109.899780,0.059418,0.161710,-0.003574,0.064063,-0.952056,-0.309509,38940,105978,-2342,3358738,-49915146,-16227177
18.111076,18111.076260,-0.329967,0.162918,-0.195796,0.065600,-0.952942,-0.310342,-216247,106770,-128317,3439318,-49961617,-16270851
18.112253,18112.252740,0.013766,-0.141888,0.191579,0.066057,-0.948416,-0.308058,9022,-92988,125553,3463301,-49724327,-16151113
18.113478,18113.478240,-0.087402,0.213290,-0.148714,0.067865,-0.949025,-0.308958,-57280,139782,-97461,3558058,-49756237,-16198272
18.114655,18114.654720,-0.132657,-0.090977,0.095142,0.066737,-0.946684,-0.309166,-86938,-59623,62352,3498945,-49633521,-16209220
18.115831,18115.831200,-0.134865,0.062070,-0.099680,0.063984,-0.949195,-0.310487,-88385,40678,-65326,3354598,-49765137,-16278474
18.117008,18117.007680,-0.280499,0.211212,-0.050012,0.065957,-0.949195,-0.306044,-183828,138420,-32776,3458056,-49765153,-16045507
18.118184,18118.184160,-0.036896,-0.188170,-0.100313,0.064692,-0.946678,-0.311593,-24180,-123319,-65741,3391716,-49633202,-16336443
18.119410,18119.409660,-0.182530,-0.039027,-0.050647,0.064040,-0.949852,-0.307767,-119623,-25577,-33192,3357563,-49799607,-16135866
18.120537,18120.537120,-0.085808,0.210608,0.046097,0.066429,-0.949864,-0.308226,-56235,138024,30210,3482800,-49800205,-16159906
18.121665,18121.664580,0.011752,0.060611,0.045457,0.068242,-0.951143,-0.310332,7702,39722,29791,3577864,-49867302,-16270327
18.122743,18122.743020,-0.035107,-0.141402,0.143201,0.062986,-0.952328,-0.305281,-23008,-92669,93848,3302299,-49929436,-16005540
18.123821,18123.821460,0.011957,0.010489,0.045461,0.068013,-0.947762,-0.307554,7836,6874,29793,3565825,-49689999,-16124694
18.124900,18124.899900,0.155374,0.113966,-0.150327,0.063984,-0.948361,-0.307867,101826,74689,-98518,3354606,-49721450,-16141102
18.125978,18125.978340,-0.036526,0.109877,0.094482,0.067919,-0.946983,-0.309205,-23938,72009,61920,3560904,-49649198,-16211233
18.127057,18127.056780,-0.084163,-0.289940,-0.002577,0.069792,-0.949512,-0.309624,-55157,-190015,-1689,3659114,-49781793,-16233226
18.128135,18128.135220,-0.036526,0.109879,0.094481,0.064431,-0.952474,-0.307291,-23938,72010,61919,3378064,-49937084,-16110896
18.129214,18129.213660,0.109090,0.159882,0.142210,0.067092,-0.951649,-0.305044,71493,104780,93199,3517561,-49893834,-15993071
18.130292,18130.292100,0.009554,0.114085,-0.198059,0.063064,-0.950022,-0.308051,6261,74767,-129800,3306380,-49808523,-16150757
18.131371,18131.370540,0.060420,0.110246,0.093834,0.067181,-0.950087,-0.307470,39597,72251,61495,3522211,-49811943,-16120306
18.132449,18132.448980,0.060625,0.060124,0.093839,0.065084,-0.951646,-0.308061,39731,39403,61498,3412254,-49893632,-16151275
18.133527,18133.527420,-0.133871,0.110179,0.046426,0.062157,-0.952186,-0.306467,-87734,72207,30426,3258828,-49921985,-16067705
18.134606,18134.605860,-0.086177,-0.087440,-0.148697,0.067940,-0.948671,-0.309304,-56477,-57305,-97450,3562010,-49737707,-16216425
18.135684,18135.684300,0.058835,0.013354,-0.149673,0.065342,-0.947643,-0.308951,38558,8752,-98090,3425788,-49683772,-16197906
18.136763,18136.762740,0.207066,-0.189644,0.092880,0.066125,-0.949382,-0.303789,135703,-124285,60870,3466879,-49774952,-15927288
18.137792,18137.792160,0.157173,0.061450,0.044487,0.065181,-0.949200,-0.304588,103005,40272,29155,3417337,-49765394,-15969198
18.138871,18138.870600,0.205841,0.111086,0.092862,0.065958,-0.946572,-0.308065,134900,72801,60858,3458103,-49627633,-16151483
18.139949,18139.949040,0.157794,-0.188487,-0.004201,0.063567,-0.949227,-0.307131,103412,-123527,-2753,3332724,-49766855,-16102515
18.141027,18141.027480,-0.086382,-0.037032,-0.148700,0.066040,-0.947323,-0.309895,-56611,-24269,-97452,3462419,-49666988,-16247420
18.142106,18142.105920,-0.037102,-0.137761,-0.100314,0.066115,-0.948717,-0.304535,-24315,-90283,-65742,3466332,-49740075,-15966423
18.143184,18143.184360,-0.035712,-0.090323,0.094493,0.067241,-0.951855,-0.308450,-23404,-59194,61927,3525343,-49904618,-16171640
18.144263,18144.262800,-0.133864,0.010895,-0.002271,0.067792,-0.948346,-0.305389,-87729,7140,-1488,3554265,-49720628,-16011165
18.145341,18145.341240,0.159167,0.058098,0.288002,0.064073,-0.946003,-0.307041,104312,38075,188745,3359272,-49597828,-16097803
18.146420,18146.419680,-0.133272,0.059674,0.095132,0.065881,-0.948559,-0.302873,-87341,39108,62346,3454084,-49731797,-15879287
18.147498,18147.498120,0.012540,0.159129,0.191562,0.067921,-0.949803,-0.306991,8218,104287,125542,3561040,-49797051,-16095179
18.148577,18148.576560,0.010545,0.162482,-0.051953,0.069366,-0.946968,-0.309274,6911,106484,-34048,3636769,-49648385,-16214856
18.149655,18149.655000,-0.182532,-0.038741,-0.050645,0.063197,-0.948056,-0.306958,-119624,-25389,-33191,3313344,-49705447,-16093457
18.150733,18150.733440,0.012383,-0.288612,-0.051927,0.068697,-0.949086,-0.306580,8115,-189145,-34031,3601700,-49759448,-16073615
18.151812,18151.811880,0.011966,-0.088795,-0.003235,0.066802,-0.948488,-0.308562,7842,-58193,-2120,3502354,-49728093,-16177527
18.152890,18152.890320,-0.278070,-0.190816,0.047415,0.064841,-0.947799,-0.306390,-182236,-125053,31074,3399538,-49691946,-16063643
18.153969,18153.968760,-0.085205,0.160103,0.094803,0.065425,-0.948074,-0.309158,-55840,104925,62130,3430138,-49706403,-16208808
18.155047,18155.047200,-0.136879,0.264856,-0.245799,0.066907,-0.949891,-0.306485,-89705,173576,-161087,3507857,-49801666,-16068646
18.156126,18156.125640,0.208058,-0.141534,0.238988,0.063027,-0.949464,-0.305081,136353,-92756,156623,3304437,-49779234,-15995049
18.157204,18157.204080,-0.374043,0.056071,0.291565,0.064007,-0.949848,-0.306425,-245133,36747,191080,3355829,-49799408,-16065497
18.158283,18158.282520,0.110071,0.307851,0.337015,0.066134,-0.947107,-0.304195,72136,201753,220866,3467306,-49655697,-15948594
18.159361,18159.360960,-0.083766,-0.290323,0.046126,0.066559,-0.950249,-0.306453,-54897,-190266,30229,3489620,-49820405,-16066967
18.160439,18160.439400,-0.133855,-0.088678,-0.050967,0.066996,-0.950914,-0.307409,-87723,-58116,-33402,3512511,-49855265,-16117089
18.161518,18161.517840,-0.086606,0.212236,-0.051308,0.067546,-0.951064,-0.307289,-56758,139091,-33625,3541374,-49863136,-16110786
18.162596,18162.596280,-0.037909,-0.036847,-0.149023,0.065488,-0.949321,-0.306289,-24844,-24148,-97664,3433464,-49771757,-16058351
18.163675,18163.674720,-0.132658,-0.090689,0.095142,0.069362,-0.951544,-0.304594,-86939,-59434,62352,3636585,-49888299,-15969492
18.164753,18164.753160,0.058028,0.114270,-0.198383,0.068690,-0.946191,-0.309228,38029,74888,-130012,3601320,-49607674,-16212432
18.165832,18165.831600,-0.084962,-0.288597,-0.099982,0.067720,-0.950209,-0.310321,-55681,-189135,-65524,3550483,-49818341,-16269753
18.166910,18166.910040,0.157787,-0.089201,0.044496,0.065578,-0.950939,-0.309278,103407,-58459,29161,3438177,-49856570,-16215082
18.167988,18167.988480,0.058437,0.014026,-0.198376,0.064333,-0.948003,-0.306871,38297,9192,-130008,3372888,-49702649,-16088865
18.169067,18169.066920,0.205054,0.012567,-0.053239,0.065403,-0.946028,-0.307114,134384,8236,-34891,3429010,-49599132,-16101614
18.170145,18170.145360,0.156764,0.161407,0.044481,0.063515,-0.948048,-0.305853,102737,105780,29151,3330016,-49705003,-16035511
18.171224,18171.223800,-0.039134,0.263597,-0.149133,0.062794,-0.947596,-0.309134,-25647,172751,-97736,3292198,-49681331,-16207543
18.172302,18172.302240,-0.228603,-0.142807,0.193105,0.065061,-0.947454,-0.310264,-149817,-93590,126553,3411053,-49673894,-16266765
18.173332,18173.331660,-0.134059,-0.038841,-0.051064,0.063906,-0.947885,-0.305690,-87857,-25455,-33465,3350494,-49696478,-16026955
18.174410,18174.410100,-0.033687,-0.392680,0.191824,0.067747,-0.948511,-0.307650,-22077,-257347,125714,3551902,-49729319,-16129745
18.175489,18175.488540,-0.037511,-0.037804,-0.100414,0.065113,-0.947162,-0.305038,-24583,-24775,-65807,3413785,-49658556,-15992793
18.176567,18176.566980,0.060429,0.010675,0.045044,0.065998,-0.949831,-0.308552,39603,6996,29520,3460215,-49798497,-16177001
18.177645,18177.645420,-0.133650,-0.139085,-0.051057,0.065703,-0.950492,-0.305636,-87589,-91151,-33461,3444706,-49833174,-16024152
18.178724,18178.723860,0.060458,-0.288045,-0.101047,0.065158,-0.944849,-0.305677,39622,-188773,-66222,3416159,-49537287,-16026266
18.179802,18179.802300,0.013153,0.008478,0.191478,0.063297,-0.947198,-0.309046,8620,5556,125487,3318603,-49660455,-16202915
18.180881,18180.880740,-0.085780,-0.088109,-0.100087,0.066495,-0.950990,-0.304689,-56217,-57743,-65593,3486272,-49859264,-15974475
18.181959,18181.959180,0.107892,0.161894,-0.003990,0.064837,-0.947406,-0.306388,70708,106099,-2615,3399305,-49671347,-16063580
18.183038,18183.037620,-0.037315,0.011647,-0.051714,0.065401,-0.949371,-0.309419,-24455,7633,-33891,3428900,-49774378,-16222482
18.184116,18184.116060,0.059029,0.062808,-0.101067,0.066858,-0.946880,-0.309057,38685,41162,-66235,3505310,-49643762,-16203476
18.185195,18185.194500,-0.086198,0.111707,-0.051396,0.064619,-0.949299,-0.308395,-56491,73208,-33683,3387915,-49770606,-16168790
18.186273,18186.272940,-0.228612,-0.043236,0.241803,0.061839,-0.946310,-0.307975,-149823,-28335,158468,3242121,-49613919,-16146768
18.187351,18187.351380,-0.181111,-0.290306,-0.002022,0.064874,-0.950747,-0.308098,-118693,-190255,-1325,3401262,-49846529,-16153210
