time_s,time_ms,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,accel_x_g,accel_y_g,accel_z_g,X_GYRO_LWR_raw,Y_GYRO_LWR_raw,Z_GYRO_LWR_raw,X_ACCL_LWR_raw,Y_ACCL_LWR_raw,Z_ACCL_LWR_raw
8.876100,8876.100420,0.010934,0.261099,0.045354,0.063941,-0.951428,-0.307790,7166,171114,29723,3352368,-49882204,-16137035
8.877081,8877.080820,-0.086002,0.161157,-0.002695,0.065765,-0.950031,-0.307678,-56362,105616,-1766,3447977,-49809000,-16131174
8.878110,8878.110240,-0.036108,-0.089937,0.045699,0.065258,-0.950314,-0.308120,-23664,-58941,29949,3421393,-49823806,-16154383
8.879091,8879.090640,-0.180722,-0.191403,0.095378,0.065155,-0.951692,-0.309209,-118438,-125438,62507,3415993,-49896069,-16211460
8.880071,8880.071040,0.062619,0.056772,0.337260,0.064935,-0.949572,-0.307989,41038,37206,221027,3404474,-49784900,-16147476
8.881100,8881.100460,-0.037529,0.161343,-0.003020,0.064946,-0.950873,-0.309827,-24595,105738,-1979,3405055,-49853107,-16243857
8.882081,8882.080860,0.109692,0.109091,0.190823,0.063930,-0.950842,-0.308805,71888,71494,125058,3351799,-49851528,-16190279
8.883110,8883.110280,-0.278682,-0.040735,0.047313,0.068772,-0.952429,-0.308241,-182637,-26696,31007,3605650,-49934722,-16160727
8.884091,8884.090680,0.157378,0.011043,0.044397,0.067906,-0.952047,-0.308202,103139,7237,29096,3560204,-49914701,-16158672
8.885071,8885.071080,-0.085403,0.012137,-0.100098,0.066065,-0.948610,-0.306068,-55970,7954,-65600,3463714,-49734466,-16046800
8.886100,8886.100500,0.109483,0.060983,0.044713,0.069389,-0.948734,-0.308540,71751,39966,29303,3637989,-49740983,-16176357
8.887081,8887.080900,0.062207,0.058788,0.191145,0.065756,-0.946104,-0.306746,40768,38527,125269,3447502,-49603108,-16082331
8.888110,8888.110320,-0.086804,0.064270,-0.246210,0.066391,-0.947162,-0.308498,-56888,42120,-161356,3480800,-49658552,-16174155
8.889091,8889.090720,-0.085423,0.211282,-0.002704,0.064456,-0.945053,-0.304525,-55983,138466,-1772,3379368,-49548010,-15965861
8.890071,8890.071120,-0.133682,0.061404,-0.051073,0.066390,-0.946049,-0.304407,-87610,40242,-33471,3480727,-49600236,-15959708
8.891101,8891.100540,0.110486,0.009520,0.142122,0.069270,-0.948658,-0.308856,72408,6239,93141,3631723,-49736997,-16192929
8.892081,8892.080940,0.157587,-0.236880,-0.150406,0.063439,-0.949082,-0.308585,103276,-155242,-98570,3326008,-49759205,-16178741
8.893110,8893.110360,0.060815,0.011348,-0.003664,0.065972,-0.947672,-0.307440,39856,7437,-2401,3458836,-49685300,-16118701
8.894091,8894.090760,0.059813,0.062811,-0.101073,0.071186,-0.951023,-0.308046,39199,41164,-66239,3732198,-49861020,-16150501
8.895071,8895.071160,-0.083195,-0.140910,0.094722,0.064695,-0.951170,-0.304651,-54523,-92347,62077,3391880,-49868725,-15972511
8.896101,8896.100580,-0.032912,-0.293105,0.240517,0.064290,-0.948008,-0.307935,-21569,-192089,157625,3370672,-49702911,-16144674
8.897081,8897.080980,-0.181544,-0.089145,-0.050742,0.067216,-0.949893,-0.307429,-118977,-58422,-33254,3524057,-49801752,-16118108
8.898110,8898.110400,0.013167,-0.288895,-0.052025,0.066187,-0.948445,-0.304725,8629,-189330,-34095,3470111,-49725824,-15976354
8.899091,8899.090800,-0.133691,0.160977,-0.002376,0.069764,-0.949701,-0.306182,-87616,105498,-1557,3657655,-49791666,-16052766
8.900071,8900.071200,-0.182147,-0.038351,-0.099448,0.068602,-0.947555,-0.305566,-119372,-25134,-65174,3596702,-49679173,-16020440
8.901101,8901.100620,-0.132884,0.060063,0.046332,0.061944,-0.945726,-0.308946,-87087,39363,30364,3247668,-49583285,-16197691
8.902081,8902.081020,-0.134091,0.161649,-0.051080,0.064508,-0.946989,-0.308829,-87878,105938,-33476,3382076,-49649509,-16191519
8.903110,8903.110440,0.060843,-0.287370,-0.149756,0.070121,-0.949812,-0.305034,39874,-188331,-98144,3676345,-49797485,-15992585
8.904091,8904.090840,-0.084818,0.160487,0.046184,0.066266,-0.951903,-0.305994,-55586,105177,30267,3474252,-49907116,-16042904
8.905071,8905.071240,-0.278705,0.060178,-0.001219,0.066230,-0.952854,-0.308810,-182652,39438,-799,3472374,-49957003,-16190534
8.906101,8906.100660,-0.132689,0.109512,0.095213,0.065182,-0.951148,-0.311126,-86959,71770,62399,3417406,-49867556,-16311962
8.907081,8907.081060,-0.180531,-0.240184,-0.001849,0.062107,-0.950053,-0.312555,-118313,-157407,-1212,3256187,-49810118,-16386879
8.908110,8908.110480,-0.035518,-0.139388,-0.002824,0.064531,-0.951419,-0.307218,-23277,-91349,-1851,3383269,-49881752,-16107093
8.909091,8909.090880,0.157570,-0.037738,-0.052829,0.062934,-0.952900,-0.310059,103265,-24732,-34622,3299572,-49959414,-16256030
8.910071,8910.071280,-0.181766,0.160120,0.046831,0.062680,-0.950298,-0.305356,-119122,104936,30691,3286254,-49822975,-16009430
8.911101,8911.100700,-0.084595,-0.088780,-0.051208,0.069794,-0.950466,-0.311282,-55440,-58183,-33560,3659234,-49831767,-16320164
8.912081,8912.081100,-0.084576,-0.287926,-0.148602,0.067702,-0.948240,-0.306999,-55428,-188695,-97388,3549559,-49715099,-16095589
8.913111,8913.110520,0.008543,0.166219,-0.344084,0.066302,-0.949202,-0.307860,5599,108933,-225499,3476121,-49765526,-16140722
8.914091,8914.090920,-0.182559,0.160788,-0.001869,0.063763,-0.950379,-0.310149,-119642,105374,-1225,3343019,-49827222,-16260727
8.915071,8915.071320,0.011150,0.012500,-0.100562,0.065957,-0.949517,-0.306799,7307,8192,-65904,3458026,-49782023,-16085093
8.916101,8916.100740,0.013766,-0.240790,0.094264,0.063492,-0.947635,-0.310269,9022,-157804,61777,3328817,-49683364,-16267029
8.917081,8917.081140,-0.180576,0.257010,0.290343,0.062979,-0.952417,-0.306624,-118342,168434,190279,3301898,-49934065,-16075921
8.918111,8918.110560,-0.082996,-0.092134,0.192310,0.064216,-0.948562,-0.308339,-54392,-60381,126032,3366751,-49731943,-16165864
8.919091,8919.090960,0.401140,-0.039500,0.140366,0.064062,-0.945856,-0.308538,262891,-25887,91990,3358699,-49590115,-16176300
8.920071,8920.071360,0.158789,-0.239568,0.044589,0.063947,-0.948877,-0.307836,104064,-157003,29222,3352671,-49748487,-16139478
8.921101,8921.100780,-0.037917,-0.036464,-0.197641,0.061931,-0.950392,-0.307437,-24849,-23897,-129526,3246960,-49827898,-16118540
8.922081,8922.081180,0.011957,-0.088414,-0.051852,0.068718,-0.948112,-0.307634,7836,-57943,-33982,3602792,-49708349,-16128899
8.923111,8923.110600,-0.036925,0.011646,-0.051535,0.069055,-0.944584,-0.310231,-24199,7632,-33774,3620477,-49523417,-16265032
8.924091,8924.091000,0.013553,-0.091095,0.142960,0.067043,-0.950191,-0.313055,8882,-59700,93690,3514974,-49817350,-16413109
8.925071,8925.071400,-0.131868,-0.091647,0.143930,0.065784,-0.945480,-0.307774,-86421,-60062,94326,3448953,-49570359,-16136237
8.926101,8926.100820,0.108673,0.260796,0.093590,0.070092,-0.949165,-0.311042,71220,170915,61335,3674838,-49763602,-16307555
8.927081,8927.081220,0.013153,-0.090425,0.094257,0.067762,-0.947423,-0.309648,8620,-59261,61772,3552681,-49672277,-16234478
8.928111,8928.110640,-0.086429,0.361644,-0.002528,0.068304,-0.948735,-0.304831,-56642,237007,-1657,3581097,-49741043,-15981926
8.929091,8929.091040,0.158965,0.009030,0.190685,0.065864,-0.945396,-0.306649,104179,5918,124967,3453195,-49565993,-16077262
8.930071,8930.071440,-0.086800,0.063596,-0.197322,0.066305,-0.946534,-0.308282,-56885,41678,-129317,3476297,-49625657,-16162878
8.931101,8931.100860,-0.133287,0.159631,0.095213,0.064420,-0.951294,-0.304765,-87351,104616,62399,3377445,-49875205,-15978459
8.932081,8932.081260,0.208440,-0.042516,0.287680,0.066405,-0.947346,-0.304931,136603,-27863,188534,3481527,-49668214,-15987187
8.933111,8933.110680,-0.230847,0.309361,0.095671,0.065592,-0.945875,-0.308159,-151288,202743,62699,3438892,-49591115,-16156406
8.934091,8934.091080,0.059215,0.112662,-0.101073,0.062580,-0.948492,-0.304935,38807,73834,-66239,3281002,-49728284,-15987352
8.935071,8935.071480,-0.083998,-0.040938,0.094719,0.064254,-0.950431,-0.304160,-55049,-26829,62075,3368739,-49829941,-15946755
8.936101,8936.100900,0.010722,0.311624,-0.003354,0.062660,-0.952586,-0.309068,7027,204226,-2198,3285169,-49942915,-16204040
8.937081,8937.081300,0.108096,0.012602,-0.101390,0.066546,-0.949627,-0.306823,70842,8259,-66447,3488934,-49787778,-16086345
8.938111,8938.110720,0.013562,-0.190935,0.094080,0.067403,-0.952882,-0.309475,8888,-125131,61656,3533859,-49958450,-16225387
8.939091,8939.091120,0.110286,0.058701,0.190825,0.067969,-0.950074,-0.304921,72277,38470,125059,3563512,-49811221,-15986636
8.940072,8940.071520,0.010934,0.161928,-0.052049,0.065691,-0.953249,-0.307356,7166,106121,-34111,3444083,-49977701,-16114294
8.941101,8941.100940,-0.036925,0.110280,0.045686,0.064435,-0.953267,-0.307997,-24199,72273,29941,3378254,-49978622,-16147935
8.942081,8942.081340,-0.230022,0.108203,0.144386,0.064048,-0.946984,-0.305298,-150747,70912,94625,3357966,-49649220,-16006418
8.943111,8943.110760,-0.035727,0.108269,0.191795,0.070156,-0.949655,-0.305256,-23414,70955,125695,3678204,-49789297,-16004201
8.944091,8944.091160,0.013358,-0.041911,0.191481,0.069676,-0.950030,-0.309776,8754,-27467,125489,3653048,-49808907,-16241186
8.945072,8945.071560,-0.134262,0.011011,-0.051067,0.065478,-0.946469,-0.309247,-87990,7216,-33467,3432951,-49622239,-16213471
8.946101,8946.100980,0.206279,-0.288431,-0.053316,0.064861,-0.946905,-0.308192,135187,-189026,-34941,3400562,-49645085,-16158145
8.947081,8947.081380,0.205267,-0.137395,-0.102026,0.063401,-0.947887,-0.303114,134524,-90043,-66864,3324032,-49696579,-15891900
8.948111,8948.110800,-0.083588,-0.042281,0.192128,0.064785,-0.949408,-0.305658,-54780,-27709,125913,3396591,-49776333,-16025287
8.949091,8949.091200,0.110919,-0.191908,0.190842,0.064782,-0.949133,-0.305496,72692,-125769,125070,3396430,-49761904,-16016785
8.950072,8950.071600,-0.377428,0.011430,-0.146852,0.065173,-0.946504,-0.307077,-247351,7491,-96241,3416956,-49624080,-16099665
8.951101,8951.101020,-0.133871,0.109912,0.046333,0.066536,-0.949319,-0.309047,-87734,72032,30365,3488395,-49771678,-16202939
8.952081,8952.081420,-0.036720,0.060158,0.045689,0.063235,-0.948615,-0.309096,-24065,39425,29943,3315352,-49734720,-16205535
8.953111,8953.110840,0.350856,0.211327,0.091792,0.064242,-0.949846,-0.305664,229937,138495,60157,3368129,-49799311,-16025577
8.954091,8954.091240,-0.034892,-0.291364,0.094411,0.064354,-0.949612,-0.306332,-22867,-190948,61873,3374018,-49787010,-16060612
8.955072,8955.071640,-0.278291,0.057898,0.144713,0.063852,-0.949809,-0.304835,-182381,37944,94839,3347700,-49797359,-15982140
8.956101,8956.101060,-0.179524,-0.193684,0.241487,0.065771,-0.947043,-0.305889,-117653,-126933,158261,3448289,-49652325,-16037415
8.957081,8957.081460,-0.085602,0.160219,0.046008,0.065579,-0.949984,-0.304470,-56100,105001,30152,3438222,-49806507,-15962994
8.958111,8958.110880,-0.086177,-0.087709,-0.148790,0.064952,-0.950310,-0.305942,-56477,-57481,-97511,3405330,-49823626,-16040198
8.959091,8959.091280,-0.034901,-0.191791,0.143109,0.065172,-0.955214,-0.306170,-22873,-125692,93788,3416871,-50080699,-16052148
8.960072,8960.071680,-0.277280,-0.092871,0.193517,0.070037,-0.953198,-0.308048,-181718,-60864,126823,3671944,-49975023,-16150608
8.961101,8961.101100,-0.183533,0.012433,-0.147968,0.067076,-0.951468,-0.308006,-120280,8148,-96972,3516701,-49884341,-16148391
8.962082,8962.081500,0.106306,0.065001,-0.247318,0.064648,-0.951417,-0.307310,69669,42599,-162082,3389425,-49881668,-16111890
8.963111,8963.110920,0.011752,0.060608,0.045547,0.066087,-0.950576,-0.307327,7702,39720,29850,3464849,-49837540,-16112810
8.964091,8964.091320,0.109108,-0.039265,0.044905,0.068963,-0.952433,-0.309985,71505,-25733,29429,3615630,-49934902,-16252141
8.965072,8965.071720,0.110724,-0.241093,0.142323,0.065857,-0.951011,-0.307494,72564,-158003,93273,3452793,-49860344,-16121518
8.966101,8966.101140,-0.278105,0.207188,0.242293,0.065689,-0.950746,-0.309983,-182259,135783,158789,3443973,-49846480,-16252022
8.967082,8967.081540,0.010547,0.162193,-0.051863,0.064829,-0.950516,-0.308403,6912,106295,-33989,3398889,-49834415,-16169202
8.968111,8968.110960,0.012151,0.059938,0.094250,0.065418,-0.953768,-0.308960,7963,39281,61768,3429784,-50004895,-16198428
8.969091,8969.091360,-0.084988,0.010118,0.046198,0.065835,-0.950476,-0.311955,-55698,6631,30276,3451673,-49832324,-16355452
8.970072,8970.071760,-0.036507,-0.089268,-0.002823,0.062714,-0.953682,-0.308622,-23925,-58503,-1850,3288044,-50000404,-16180664
8.971101,8971.101180,0.011159,0.011829,-0.051855,0.064888,-0.949103,-0.308619,7313,7752,-33984,3401992,-49760347,-16180548
8.972082,8972.081580,0.206252,0.010553,0.092957,0.063413,-0.946961,-0.308084,135169,6916,60920,3324652,-49648013,-16152483
8.973111,8973.111000,0.013359,-0.041646,0.191661,0.063766,-0.949461,-0.305982,8755,-27293,125607,3343154,-49779093,-16042281
8.974091,8974.091400,0.107893,0.161893,-0.003809,0.065344,-0.950782,-0.307968,70709,106098,-2496,3425892,-49848372,-16146413
8.975072,8975.071800,-0.229195,-0.191589,0.095883,0.062094,-0.945293,-0.309256,-150205,-125560,62838,3255522,-49560597,-16213899
8.976101,8976.101220,0.010947,0.161523,-0.003162,0.066043,-0.950303,-0.307917,7174,105856,-2072,3462547,-49823225,-16143725
8.977082,8977.081620,0.012550,0.059268,0.142953,0.066496,-0.946020,-0.308089,8225,38842,93686,3486285,-49598711,-16152745
8.978111,8978.111040,0.206056,-0.038898,0.044258,0.064583,-0.947310,-0.311167,135041,-25492,29005,3385997,-49666312,-16314089
8.979091,8979.091440,0.155589,-0.035728,-0.198933,0.065125,-0.949258,-0.308937,101967,-23415,-130373,3414413,-49768443,-16197176
8.980072,8980.071840,-0.085974,-0.137563,-0.148605,0.064600,-0.945104,-0.308643,-56344,-90153,-97390,3386919,-49550681,-16181757
8.981101,8981.101260,0.009554,0.114084,-0.197971,0.064512,-0.946706,-0.306135,6261,74766,-129742,3382278,-49634657,-16050288
8.982082,8982.081660,0.011549,0.110732,0.045543,0.066997,-0.948169,-0.306970,7569,72569,29847,3512556,-49711381,-16094067
8.983111,8983.111080,0.061629,0.008661,0.191335,0.068947,-0.947159,-0.305479,40389,5676,125393,3614823,-49658431,-16015875
8.984091,8984.091480,0.109518,-0.139510,0.044910,0.069212,-0.946370,-0.305151,71774,-91429,29432,3628714,-49617057,-15998709
8.985072,8985.071880,0.011354,0.061279,-0.003156,0.066178,-0.942529,-0.307175,7441,40160,-2068,3469621,-49415681,-16104822
8.986101,8986.101300,0.107300,0.113110,-0.101212,0.068815,-0.948329,-0.302535,70320,74128,-66330,3607903,-49719729,-15861524
8.987082,8987.081700,0.157184,-0.038411,-0.004121,0.064610,-0.945173,-0.305761,103012,-25173,-2701,3387450,-49554290,-16030667
8.988111,8988.111120,0.010936,0.261385,0.045491,0.068414,-0.945322,-0.305500,7167,171301,29813,3586851,-49562082,-16016979
8.989092,8989.091520,-0.232407,0.013208,-0.196434,0.068797,-0.941389,-0.304253,-152310,8656,-128735,3606958,-49355879,-15951633
8.990072,8990.071920,-0.037520,0.062054,-0.051624,0.065839,-0.946416,-0.306482,-24589,40668,-33832,3451858,-49619459,-16068499
8.991101,8991.101340,-0.085388,0.011078,-0.002594,0.066201,-0.949981,-0.305899,-55960,7260,-1700,3470834,-49806345,-16037906
8.992082,8992.081740,0.109117,-0.138550,-0.003880,0.063010,-0.949760,-0.310305,71511,-90800,-2543,3303552,-49794761,-16268942
8.993111,8993.111160,-0.328168,0.110400,-0.000981,0.062401,-0.950266,-0.306953,-215068,72352,-643,3271599,-49821318,-16093156
8.994092,8994.091560,-0.036526,0.110165,0.094481,0.067100,-0.953471,-0.308510,-23938,72198,61919,3517984,-49989329,-16174797
8.995072,8995.071960,0.060245,-0.138063,-0.052260,0.070309,-0.953634,-0.310468,39482,-90481,-34249,3686208,-49997889,-16277464
8.996101,8996.101380,-0.132668,0.008882,0.143839,0.066691,-0.952897,-0.311550,-86945,5821,94266,3496536,-49959259,-16334183
8.997082,8997.081780,0.009561,0.014799,-0.246756,0.067244,-0.952409,-0.308216,6266,9699,-161714,3525521,-49933638,-16159419
8.998111,8998.111200,0.011362,-0.038005,-0.051941,0.065223,-0.949752,-0.304394,7446,-24907,-34040,3419579,-49794375,-15959036
8.999092,8999.091600,-0.086188,0.012419,-0.100000,0.066521,-0.950885,-0.307487,-56484,8139,-65536,3487622,-49853741,-16121187
9.000072,9000.072000,-0.085381,-0.088495,-0.051291,0.065631,-0.952952,-0.312347,-55955,-57996,-33614,3440974,-49962140,-16375961
9.001101,9001.101420,0.203867,-0.084706,-0.248045,0.065601,-0.949603,-0.308057,133606,-55513,-162559,3439398,-49786537,-16151071
9.002082,9002.081820,0.058640,-0.035808,-0.198373,0.064157,-0.949854,-0.307436,38430,-23467,-130006,3363670,-49799705,-16118481
9.003111,9003.111240,0.207066,-0.189645,0.092880,0.064751,-0.947574,-0.308466,135703,-124286,60870,3394800,-49680173,-16172525
9.004092,9004.091640,-0.084612,0.208884,0.192206,0.069199,-0.948452,-0.305878,-55451,136894,125964,3628024,-49726187,-16036813
9.005072,9005.072040,-0.133873,0.110468,0.046426,0.069027,-0.950258,-0.305787,-87735,72396,30426,3619027,-49820903,-16032029
9.006101,9006.101460,0.206844,0.059624,0.190273,0.063767,-0.945363,-0.301203,135557,39075,124697,3343240,-49564268,-15791691
9.007082,9007.081860,-0.037315,0.011932,-0.051620,0.069201,-0.947972,-0.303340,-24455,7820,-33830,3628144,-49701044,-15903727
9.008111,9008.111280,-0.229187,-0.290875,0.047096,0.063826,-0.947809,-0.305077,-150200,-190628,30865,3346320,-49692463,-15994805
9.009092,9009.091680,-0.133076,0.109126,0.143832,0.060101,-0.947142,-0.303361,-87213,71517,94262,3151005,-49657533,-15904844
9.010072,9010.072080,-0.179730,-0.143007,0.241577,0.066693,-0.948601,-0.306029,-117788,-93721,158320,3496656,-49733989,-16044737
9.011102,9011.101500,0.010156,0.063580,-0.149352,0.065781,-0.947828,-0.306261,6656,41668,-97879,3448842,-49693470,-16056917
9.012082,9012.081900,-0.083562,-0.340443,0.046129,0.066218,-0.945590,-0.307254,-54763,-223113,30231,3471753,-49576124,-16108971
9.013111,9013.111320,-0.326942,-0.190329,-0.000963,0.071352,-0.951410,-0.306394,-214265,-124734,-631,3740879,-49881276,-16063879
9.014092,9014.091720,-0.134671,0.111809,-0.050980,0.067034,-0.944115,-0.303588,-88258,73275,-33410,3514497,-49498842,-15916774
9.015072,9015.072120,-0.037091,-0.237334,-0.149011,0.068193,-0.949923,-0.307818,-24308,-155539,-97656,3575286,-49803322,-16138526
9.016102,9016.101540,0.011159,0.011972,-0.051944,0.069567,-0.952647,-0.306029,7313,7846,-34042,3647297,-49946145,-16044721
9.017082,9017.081940,-0.230605,-0.039885,-0.001530,0.067873,-0.951961,-0.305872,-151129,-26139,-1003,3558524,-49910174,-16036507
9.018111,9018.111360,-0.085983,-0.037990,-0.099908,0.064933,-0.948978,-0.306640,-56350,-24897,-65476,3404340,-49753784,-16076760
9.019092,9019.091760,0.304007,-0.089990,0.141019,0.068003,-0.950436,-0.307866,199234,-58976,92418,3565337,-49830217,-16141061
9.020121,9020.121180,-0.083209,0.156462,0.338406,0.062934,-0.948964,-0.306574,-54532,102539,221778,3299532,-49753036,-16073314
9.021102,9021.101580,-0.133269,0.059386,0.095221,0.063239,-0.948531,-0.307199,-87339,38919,62404,3315562,-49730317,-16106055
9.022082,9022.081980,0.106493,0.214026,-0.149921,0.066560,-0.951004,-0.308161,69791,140264,-98252,3489648,-49860021,-16156525
9.023111,9023.111400,-0.036516,0.010303,0.045874,0.066562,-0.951240,-0.308323,-23931,6752,30064,3489782,-49872392,-16164999
9.024092,9024.091800,-0.328360,0.060661,-0.049593,0.068948,-0.952289,-0.313897,-215194,39755,-32501,3614869,-49927369,-16457228
9.025121,9025.121220,-0.231395,-0.138115,-0.147633,0.066162,-0.950459,-0.307875,-151647,-90515,-96753,3468781,-49831422,-16141500
9.026102,9026.101620,-0.182957,0.260359,0.046831,0.067601,-0.946555,-0.307452,-119903,170629,30691,3544233,-49626742,-16119350
9.027082,9027.082020,-0.232005,0.012248,-0.147643,0.066584,-0.950821,-0.312030,-152047,8027,-96759,3490925,-49850389,-16359372
9.028111,9028.111440,0.009749,0.163535,-0.149271,0.067992,-0.949374,-0.307016,6389,107174,-97826,3564730,-49774549,-16096473
9.029092,9029.091840,0.012152,0.059940,0.094249,0.067216,-0.947388,-0.308812,7964,39282,61767,3524038,-49670434,-16190631
9.030121,9030.121260,0.011549,0.110730,0.045544,0.063863,-0.947850,-0.305558,7569,72568,29848,3348244,-49694660,-16020057
9.031102,9031.101660,-0.085797,0.111032,-0.002510,0.066467,-0.950543,-0.310722,-56228,72766,-1645,3484798,-49835838,-16290768
9.032082,9032.082060,0.059206,0.311401,0.045209,0.065869,-0.951794,-0.306947,38801,204080,29628,3453425,-49901406,-16092852
9.033111,9033.111480,-0.081993,-0.044695,0.387122,0.067925,-0.953022,-0.306199,-53735,-29291,253704,3561212,-49965788,-16053655
9.034092,9034.091880,0.158389,-0.139995,0.093291,0.066473,-0.949583,-0.305091,103802,-91747,61139,3485088,-49785481,-15995562
9.035121,9035.121300,-0.038101,-0.086588,-0.197635,0.067332,-0.949337,-0.305161,-24970,-56746,-129522,3530122,-49772578,-15999215
9.036102,9036.101700,-0.085593,0.060912,-0.002509,0.064745,-0.952551,-0.306570,-56094,39919,-1644,3394480,-49941119,-16073096
9.037082,9037.082100,0.158780,-0.041092,0.190689,0.066301,-0.948726,-0.306702,104058,-26930,124970,3476056,-49740574,-16079995
9.038112,9038.111520,-0.084181,-0.090794,0.094907,0.065299,-0.950590,-0.308911,-55169,-59503,62198,3423553,-49838298,-16195831
9.039092,9039.091920,-0.036729,0.159998,0.094568,0.066079,-0.949749,-0.306639,-24071,104856,61976,3464442,-49794197,-16076708
9.040121,9040.121340,-0.324771,0.054626,0.388734,0.067377,-0.947739,-0.308934,-212842,35800,254761,3532520,-49688831,-16197065
9.041102,9041.101740,-0.229604,-0.091347,0.095877,0.065189,-0.947403,-0.305780,-150473,-59865,62834,3417786,-49671178,-16031691
9.042082,9042.082140,0.107932,-0.236400,-0.198599,0.064882,-0.950502,-0.304364,70734,-154927,-130154,3401663,-49833663,-15957432
9.043112,9043.111560,0.059837,-0.038109,-0.052176,0.066074,-0.950152,-0.309849,39215,-24975,-34194,3464195,-49815315,-16244995
9.044092,9044.091960,-0.181538,0.008946,0.095547,0.067689,-0.946743,-0.305714,-118973,5863,62618,3548848,-49636607,-16028225
9.045121,9045.121380,-0.084387,-0.040941,0.094815,0.069322,-0.948644,-0.305216,-55304,-26831,62138,3634458,-49736279,-16002132
9.046102,9046.101780,0.011160,0.011562,-0.051944,0.067783,-0.951577,-0.308355,7314,7577,-34042,3553773,-49890060,-16166667
9.047082,9047.082180,0.011957,0.010219,0.045462,0.067172,-0.952563,-0.307503,7836,6697,29794,3521727,-49941742,-16122012
9.048112,9048.111600,0.014369,-0.192950,0.240285,0.064728,-0.951097,-0.305997,9417,-126452,157473,3393616,-49864874,-16043080
9.049092,9049.092000,-0.232414,0.112225,-0.147737,0.070558,-0.950754,-0.307142,-152315,73548,-96821,3699258,-49846915,-16103071
9.050121,9050.121420,-0.036905,-0.088867,-0.051614,0.068082,-0.951032,-0.310643,-24186,-58240,-33826,3569445,-49861460,-16286654
9.051102,9051.101820,0.156599,-0.187032,-0.150310,0.066321,-0.950136,-0.306212,102629,-122573,-98507,3477139,-49814507,-16054338
9.052082,9052.082220,-0.183336,0.061617,-0.099355,0.064502,-0.949461,-0.308825,-120151,40381,-65113,3381743,-49779100,-16191342
9.053112,9053.111640,0.156387,-0.037337,-0.101616,0.068875,-0.950415,-0.305091,102490,-24469,-66595,3611039,-49829130,-15995577
9.054092,9054.092040,0.109509,-0.040204,0.093520,0.067535,-0.947817,-0.309335,71768,-26348,61289,3540756,-49692884,-16218043
9.055121,9055.121460,-0.133667,0.059790,0.046429,0.066488,-0.948335,-0.307965,-87600,39184,30428,3485881,-49720066,-16146230
9.056102,9056.101860,0.155171,0.163820,-0.150330,0.066507,-0.946964,-0.308736,101693,107361,-98520,3486864,-49648180,-16186651
9.057082,9057.082260,-0.087996,0.164240,-0.246117,0.062750,-0.949948,-0.307104,-57669,107636,-161295,3289931,-49804617,-16101092
9.058112,9058.111680,0.254530,-0.038980,0.043845,0.065870,-0.949368,-0.309408,166809,-25546,28734,3453480,-49774203,-16221888
9.059092,9059.092080,-0.037498,-0.137646,-0.149017,0.066176,-0.948178,-0.306699,-24575,-90208,-97660,3469534,-49711833,-16079857
9.060122,9060.121500,-0.085397,0.110095,0.046103,0.063959,-0.947076,-0.309348,-55966,72152,30214,3353278,-49654073,-16218751
9.061102,9061.101900,0.012958,-0.041243,0.142871,0.063943,-0.945184,-0.306631,8492,-27029,93632,3352438,-49554858,-16076299
9.062082,9062.082300,0.059430,0.061867,-0.052271,0.061908,-0.951091,-0.305307,38948,40545,-34256,3245788,-49864545,-16006867
9.063112,9063.111720,-0.232414,0.112225,-0.147737,0.064753,-0.947373,-0.307092,-152315,73548,-96821,3394945,-49669629,-16100488
9.064092,9064.092120,0.060413,0.209549,0.142532,0.060683,-0.947538,-0.306292,39592,137330,93410,3181559,-49678284,-16058517
9.065122,9065.121540,0.058818,0.212231,-0.052280,0.066755,-0.947385,-0.306169,38547,139088,-34262,3499872,-49670239,-16052086
9.066102,9066.101940,-0.379051,0.312830,-0.195480,0.066300,-0.945665,-0.306464,-248415,205016,-128110,3476046,-49580056,-16067525
9.067082,9067.082340,0.058009,0.313145,-0.100989,0.063902,-0.948129,-0.306872,38017,205223,-66184,3350284,-49709249,-16088924
9.068112,9068.111760,0.011365,-0.038560,-0.051941,0.061383,-0.950079,-0.305849,7448,-25271,-34040,3218250,-49811523,-16035317
9.069092,9069.092160,-0.184154,0.262103,-0.099367,0.065705,-0.951126,-0.306270,-120687,171772,-65121,3444857,-49866419,-16057382
9.070122,9070.121580,-0.084775,-0.139844,-0.002585,0.063868,-0.948163,-0.305172,-55558,-91648,-1694,3348519,-49711051,-15999790
9.071102,9071.101980,0.011754,0.060341,0.045457,0.065755,-0.946344,-0.308099,7703,39545,29791,3447433,-49615705,-16153264
9.072082,9072.082380,-0.328749,-0.038373,-0.147081,0.065967,-0.950500,-0.307683,-215449,-25148,-96391,3458569,-49833577,-16131465
9.073112,9073.111800,-0.133464,0.009937,0.046432,0.063822,-0.948250,-0.307579,-87467,6512,30430,3346116,-49715613,-16126023
9.074092,9074.092200,0.154567,0.214882,-0.199036,0.067087,-0.949389,-0.308042,101297,140825,-130440,3517317,-49775314,-16150265
9.075122,9075.121620,0.060431,0.010672,0.045137,0.063466,-0.950405,-0.305273,39604,6994,29581,3327442,-49828598,-16005093
9.076102,9076.102020,-0.039308,0.014998,-0.295135,0.065091,-0.949332,-0.307224,-25761,9829,-193420,3412654,-49772338,-16107386
