X_GYRO_LWR,Y_GYRO_LWR,Z_GYRO_LWR,X_ACCL_LWR,Y_ACCL_LWR,Z_ACCL_LWR,DATA_CNTR,TIME_STAMP_LWR,USB_TIMESTAMP_MS
-87194,-124437,-1597,3849025,-49627014,-16052705,59341,17792,16000.6209
-277151,-93632,95428,3673367,-50030530,-16105383,59342,17802,16000.6209
-149946,-125997,94581,3480182,-50078912,-16331365,59343,17812,16000.6209
71785,-221938,-34571,3416423,-50035996,-16181863,59344,17821,16000.6209
-24710,-57183,-97780,3323008,-49921392,-16019083,59345,17831,16000.6209
-87602,39362,30311,3321370,-49814678,-16094272,59346,17841,16000.6209
-150353,37802,126489,3277344,-49761931,-16156018,59347,17851,16000.6209
-86544,-92908,94154,3501346,-49756953,-16104651,59348,17860,16000.6209
38435,-88910,-162038,3486376,-49732728,-16189425,59349,17870,16000.6209
70726,-89668,-98414,3297764,-49747201,-16132854,59350,17880,16008.6222
7319,-57501,-66073,3395795,-49706951,-16146119,59351,17889,16008.6222
-215195,39758,-32676,3408409,-49731518,-16156758,59352,17899,16008.6222
-55573,39043,62017,3644093,-49647824,-15985965,59353,17909,16008.6222
135173,-58337,28832,3379597,-49683969,-15979994,59354,17919,16008.6222
69400,108296,-162262,3424713,-49746049,-16256398,59355,17928,16008.6222
-58199,173949,-193335,3445629,-49845443,-15905161,59356,17938,16008.6222
7561,137827,61587,3358775,-49703291,-16146316,59357,17948,16008.6222
-86952,70891,126063,3383545,-49556933,-16152317,59358,17957,16008.6222
-119504,72089,30521,3261726,-49665396,-16142278,59359,17967,16008.6222
-24862,171433,-2038,3566257,-49911253,-16324194,59360,17977,16008.6222
6783,73890,-66081,3504637,-49730637,-16226596,59361,17987,16008.6222
-88118,-25015,-65439,3423713,-49646989,-16138834,59362,17996,16008.6222
-56606,-89712,-129484,3386484,-49783214,-16132772,59363,18006,16008.6222
7968,-25972,29679,3262740,-49745646,-16133067,59364,18016,16008.6222
-24327,40042,-2031,3467146,-49979701,-16122635,59365,18025,16008.6222
166808,-25368,28617,3609232,-50019281,-16176161,59366,18035,16008.6222
198569,40009,60319,3340263,-49874483,-16185908,59367,18045,16016.6207
103399,6798,60958,3294913,-49868956,-16212751,59368,18055,16016.6207
-23945,137267,93717,3210537,-49580403,-16364666,59369,18064,16016.6207
-55853,235251,125842,3424358,-49685935,-16097224,59370,18074,16016.6207
7166,171114,29668,3475164,-49821372,-16179726,59371,18084,16016.6207
-56898,237009,-1830,3448310,-49723903,-16468821,59372,18093,16016.6207
-56898,237009,-1830,3379582,-49608951,-16293420,59373,18103,16016.6207
6515,139585,-66084,3518146,-49664644,-16229002,59374,18113,16016.6207
-119236,6393,30525,3499730,-49816979,-16187792,59375,18123,16016.6207
39462,105100,61377,3498873,-49892906,-16124614,59376,18132,16016.6207
261970,73098,59893,3492447,-49724392,-16159537,59377,18142,16016.6207
135568,-91623,60751,3568343,-49725648,-16198443,59378,18152,16016.6207
-87328,-91589,-1599,3382073,-49762732,-16144257,59379,18161,16016.6207
-57391,-88393,-225238,3306409,-49936354,-16105817,59380,18171,16016.6207
70733,-154924,-130329,3496603,-49895244,-16201394,59381,18181,16016.6207
40273,-157244,29590,3727475,-49941583,-16140356,59382,18191,16016.6207
8766,-157805,61721,3568581,-49723311,-16115572,59383,18200,16016.6207
7708,-25534,-2122,3531641,-49688282,-15962317,59384,18210,16024.6195
6644,171991,-34051,3490260,-49857972,-16106435,59385,18220,16024.6195
38686,41161,-66174,3668902,-49734924,-16267258,59386,18229,16024.6195
7587,-123199,-65952,3420316,-49746391,-16323032,59387,18239,16024.6195
-87849,-90713,-65318,3511157,-49759382,-16233431,59388,18249,16024.6195
-150097,102617,190438,3468681,-49803016,-16205321,59389,18259,16024.6195
7964,39282,61709,3423990,-50005283,-16233449,59390,18268,16024.6195
102623,-57141,-66593,3396300,-49748114,-16132435,59391,18278,16024.6195
38686,41161,-66174,3550632,-49599989,-16085684,59392,18288,16024.6195
133989,41523,-66811,3455385,-49724946,-16189761,59393,18297,16024.6195
133989,41523,-66811,3551547,-49688697,-16161623,59394,18307,16024.6195
38686,41161,-66174,3615307,-49814975,-16011641,59395,18317,16024.6195
7313,7752,-34042,3417056,-49724691,-15970203,59396,18327,16024.6195
-87218,136585,126176,3530738,-49609986,-15924215,59397,18336,16024.6195
7422,235930,93616,3469844,-49705916,-16087772,59398,18346,16024.6195
134639,73052,28941,3601146,-49837866,-16036956,59399,18356,16024.6195
71250,-90549,-34460,3581379,-49728919,-15991959,59400,18365,16024.6195
-57000,-56426,-161286,3693949,-49721690,-16090629,59401,18375,16032.6204
-56094,39920,-1702,3522831,-49820339,-16045531,59402,18385,16032.6204
-86671,-125318,62355,3529429,-49715587,-16122767,59403,18395,16032.6204
-23403,-59382,61928,3653819,-49785844,-16054509,59404,18404,16032.6204
134766,105461,60857,3358053,-49658160,-16162500,59405,18414,16032.6204
102483,40963,-34681,3394719,-49653854,-16240990,59406,18424,16032.6204
6918,41040,-65962,3373097,-49676046,-16027863,59407,18433,16032.6204
7708,-25534,-2122,3469482,-49633307,-15904236,59408,18443,16032.6204
-22599,-256645,61939,3448996,-49671049,-16048007,59409,18453,16032.6204
-119088,-157145,-33184,3361463,-49754730,-16147285,59410,18463,16032.6204
-120408,-24435,-128946,3566504,-49727545,-16153792,59411,18472,16032.6204
5739,75470,-193636,3412088,-49679785,-16069124,59412,18482,16032.6204
69135,173815,-162148,3399560,-49678066,-16125174,59413,18492,16032.6204
-24988,138847,-33837,3634246,-49860160,-16068158,59414,18501,16032.6204
70850,7818,-34467,3466648,-49909331,-16005726,59415,18511,16032.6204
38437,-89088,-161920,3329221,-49769076,-16010845,59416,18521,16032.6204
-25104,-24073,-129582,3547925,-49869624,-16120726,59417,18531,16032.6204
-119361,-26193,-1273,3401198,-49911932,-15927408,59418,18540,16040.6283
-342264,39097,-31710,3228851,-49953483,-16032867,59419,18550,16040.6283
-278990,39778,-64052,3351691,-49787692,-16125017,59420,18560,16040.6283
-55438,6017,62136,3599339,-49712566,-16101504,59421,18569,16040.6283
103534,-26227,61077,3484281,-49739048,-16216727,59422,18579,16040.6283
-119234,6215,30642,3447776,-49868254,-15957561,59423,18589,16040.6283
-214550,136365,95107,3370110,-49868811,-15837819,59424,18599,16040.6283
-119380,169575,94469,3451137,-49825198,-16014976,59425,18608,16040.6283
-152053,73108,-64903,3461827,-49737095,-16165007,59426,18618,16040.6283
-87199,-59360,30434,3573993,-49815739,-16099027,59427,18628,16040.6283
-86536,-158342,62357,3443890,-49799309,-16246908,59428,18637,16040.6283
-151396,39382,-1065,3283986,-49652952,-16189878,59429,18647,16040.6283
-23924,-58679,-1908,3533862,-49592213,-16170706,59430,18657,16040.6283
-87594,-26072,-1486,3678814,-49514181,-16131260,59431,18667,16040.6283
-278066,-59645,-210,3557888,-49673837,-16057671,59432,18676,16040.6283
-340155,-160187,127891,3604967,-49771384,-15867981,59433,18686,16040.6283
-149676,-191871,94701,3446894,-49702404,-16195707,59434,18696,16040.6283
-22350,-126572,157685,3452062,-49734601,-15997061,59435,18705,16048.6266
72545,37589,188957,3605115,-49667017,-16036513,59436,18715,16048.6266
-55444,71273,94050,3528535,-49662315,-16196643,59437,18725,16048.6266
-183292,6852,-32769,3586415,-49788371,-15957525,59438,18735,16048.6266
-182113,-27753,94905,3343086,-49613084,-16174377,59439,18744,16048.6266
-149950,-60920,126612,3212684,-49705355,-16218081,59440,18754,16048.6266
-87199,-59359,30373,3414607,-49735571,-16150787,59441,18764,16048.6266
-88391,105759,-33473,3652012,-49944050,-15994596,59442,18773,16048.6266
-24983,73592,-65813,3366908,-49826243,-16007267,59443,18783,16048.6266
102093,8819,-98576,3337160,-49773424,-16100021,59444,18793,16048.6266
-87735,7217,-33468,3407326,-49786813,-16054117,59445,18803,16048.6266
-214410,-26553,-700,3425671,-49728337,-15860283,59446,18812,16048.6266
-182503,-124536,-32824,3307806,-49574262,-16113916,59447,18822,16048.6266
8231,-91404,-2181,3625029,-49659071,-16185573,59448,18832,16048.6266
72551,-92481,93149,3517894,-49619026,-16121435,59449,18841,16048.6266
-22892,5260,125697,3560313,-49556685,-16091207,59450,18851,16048.6266
-118457,5338,94416,3405438,-49705385,-16309852,59451,18861,16048.6266
-87741,72473,-1554,3365405,-49729813,-16082366,59452,18871,16057.1593
-24606,171257,-1984,3504954,-49851203,-15979491,59453,18880,16057.1593
-56635,171576,-33690,3538709,-49958298,-16138423,59454,18890,16057.1593
7574,-57677,-66019,3612821,-49623647,-16004485,59455,18900,16057.1593
-23122,-320581,-65792,3607451,-49841807,-16007684,59456,18909,16057.1593
-54896,-255445,-33666,3370241,-49797814,-16133085,59457,18919,16057.1593
40522,-92163,61443,3507867,-49779421,-16059303,59458,18929,16057.1593
38940,40986,-66237,3568203,-49650716,-15936744,59459,18939,16057.1593
-89194,238030,-97317,3462412,-49759421,-16080055,59460,18948,16057.1593
-150492,70913,94624,3443087,-49718828,-16181213,59461,18958,16057.1593
-21840,-61754,221456,3511682,-49746330,-16042206,59462,18968,16057.1593
73864,-159935,220825,3465260,-49977474,-16087353,59463,18977,16057.1593
-55827,-90766,-65593,3315018,-49817036,-16162775,59464,18987,16057.1593
6133,-22633,-225611,3472165,-49697278,-15994066,59465,18997,16057.1593
-24187,-123054,-97721,3495013,-49723840,-16023327,59466,19007,16057.1593
-151130,-91129,-64956,3530330,-49606259,-16060781,59467,19016,16057.1593
-183300,7470,-64750,3502203,-49478794,-15984117,59468,19026,16057.1593
-151800,73287,-64966,3370515,-49803791,-16097224,59469,19036,16065.1583
-120153,-24257,-129008,3316017,-49753471,-16231660,59470,19045,16065.1583
-58065,76285,-257111,3243375,-49838514,-16171176,59471,19055,16065.1583
-120689,107134,-129016,3524586,-49837318,-16231460,59472,19065,16065.1583
-56497,73649,-65603,3675221,-49734690,-16241388,59473,19075,16065.1583
-87869,40241,-33470,3468384,-49759544,-16145689,59474,19084,16065.1583
-23415,6315,61861,3489953,-49662332,-16069474,59475,19094,16065.1583
71103,7996,-34529,3495235,-49613130,-16137158,59476,19104,16065.1583
38812,8754,-98153,3365740,-49604383,-16106806,59477,19113,16065.1583
136081,-26808,124638,3289693,-49605373,-16123928,59478,19123,16065.1583
41166,4799,189110,3470210,-49730544,-16072673,59479,19133,16065.1583
-22637,70253,189530,3464203,-49603301,-16145522,59480,19143,16065.1583
-23422,71572,93775,3474463,-49957598,-16312356,59481,19152,16065.1583
-150748,6272,30792,3528838,-49849610,-16210875,59482,19162,16065.1583
-86555,-27213,94205,3370695,-49663913,-16084827,59483,19172,16065.1583
-54003,-28411,189748,3512189,-49651980,-16112722,59484,19181,16065.1583
8875,5557,125485,3633573,-49819141,-16096007,59485,19191,16065.1583
70702,106540,-34534,3468171,-49893161,-16090023,59486,19201,16073.1553
38015,140585,-130078,3449412,-49743580,-16204109,59487,19211,16073.1553
-87480,72210,30363,3355344,-49788102,-16253093,59488,19220,16073.1553
40387,-59138,61441,3491493,-49696192,-16340003,59489,19230,16073.1553
39858,6996,29519,3499087,-49638351,-16297635,59490,19240,16073.1553
-24340,105738,-1981,3594704,-49882016,-16300525,59491,19249,16073.1553
-56108,105618,-1769,3592062,-49770045,-16027253,59492,19259,16073.1553
-56108,105618,-1769,3624615,-49772065,-16147340,59493,19269,16073.1553
-87608,39801,-1552,3328603,-49625874,-16257140,59494,19279,16073.1553
102731,106221,-2829,3506592,-49705688,-16167919,59495,19288,16073.1553
7166,106299,-34111,3516631,-49564051,-16302662,59496,19298,16073.1553
-150480,-59423,30795,3669848,-49779798,-16165811,59497,19308,16073.1553
-21828,-192090,157626,3542660,-49649876,-16222854,59498,19317,16073.1553
73603,-159319,188907,3583233,-49885444,-16062173,59499,19327,16073.1553
73998,-192606,220798,3407207,-49839066,-16315695,59500,19337,16073.1553
-21440,-160120,221404,3285282,-49612001,-16257351,59501,19347,16073.1553
-56236,73210,-33741,3311371,-49735301,-16311165,59502,19356,16073.1553
-57543,107815,-161415,3446671,-49848548,-16218571,59503,19366,16081.1572
-56873,-24016,-129488,3489247,-49802726,-16207248,59504,19376,16081.1572
-88106,-155528,-129269,3715421,-49780918,-16051934,59505,19385,16081.1572
-183160,-25817,-32884,3635021,-49913543,-16041966,59506,19395,16081.1572
-118726,136027,158189,3399333,-49797095,-16037730,59507,19405,16081.1572
-119643,170193,62434,3154784,-49698115,-16305469,59508,19415,16081.1572
-88787,139224,-65448,3423716,-49822095,-16222491,59509,19424,16081.1572
-56484,7953,-65653,3329622,-49833279,-16144492,59510,19434,16081.1572
70854,-57260,-66497,3534175,-49781583,-16202487,59511,19444,16081.1572
228775,-22491,-163316,3394847,-49680813,-16320172,59512,19453,16081.1572
228775,-22491,-163316,3432305,-49879989,-16341475,59513,19463,16081.1572
-24449,-57622,-65861,3238455,-49770580,-16131757,59514,19473,16081.1572
-88386,40680,-65443,3319433,-49660284,-16052877,59515,19483,16081.1572
71638,-58578,29256,3509348,-49581931,-16083627,59516,19492,16081.1572
135179,-123593,-3082,3415065,-49803885,-16282422,59517,19502,16081.1572
38435,-88910,-162038,3464949,-49850621,-16290938,59518,19512,16081.1572
-151648,-90513,-96929,3427942,-49801066,-16099563,59519,19521,16081.1572
-151781,-57665,-96931,3304820,-49965075,-16088267,59520,19531,16089.1553
69808,-55502,-194171,3300878,-49800259,-16005025,59521,19541,16089.1553
70337,-121637,-162249,3513256,-49817638,-15827563,59522,19551,16089.1553
-25239,8951,-129702,3519605,-49907039,-16133662,59523,19560,16089.1553
-88781,73967,-97363,3414677,-49902260,-16165413,59524,19570,16089.1553
102348,73813,-34800,3393666,-49686181,-16071172,59525,19580,16089.1553
70860,-122421,-98413,3392812,-49451476,-16013851,59526,19589,16089.1553
-57124,-153900,-225235,3376342,-49774842,-16055988,59527,19599,16089.1553
-216357,-121216,-256093,3343618,-49689652,-16303822,59528,19609,16089.1553
-248009,41583,-160136,3405182,-49666009,-16226331,59529,19619,16089.1553
-25520,205349,-65876,3149313,-49741246,-16251976,59530,19628,16089.1553
37352,304573,-98225,3280032,-49792481,-16054822,59531,19638,16089.1553
-57288,205228,-65664,3284573,-49819083,-16028222,59532,19648,16089.1553
70579,73880,-34587,3659598,-49779891,-16145382,59533,19657,16089.1553
101691,107728,-98638,3510944,-49688681,-16008200,59534,19667,16089.1553
69808,-55313,-194171,3444317,-49800914,-16103723,59535,19677,16089.1553
39742,-90919,-2448,3401968,-49911148,-16306884,59536,19687,16089.1553
40118,71562,125214,3380037,-49756461,-16109856,59537,19696,16097.1538
198179,8228,-3515,3361650,-49754498,-16070550,59538,19706,16097.1538
39755,-221431,-66276,3324049,-49728508,-16159598,59539,19716,16097.1538
-23914,-188825,-65854,3274368,-49850421,-16134750,59540,19725,16097.1538
7184,-24465,-66075,3399282,-49661639,-16127013,59541,19735,16097.1538
-88642,-23947,-129276,3465756,-49710091,-16094084,59542,19745,16097.1538
-88253,8021,-65441,3292444,-49846455,-16246553,59543,19755,16097.1538
70592,-56632,-98416,3266877,-49881040,-16033633,59544,19764,16097.1538
38174,-88282,-193956,3572738,-49906651,-16204046,59545,19774,16097.1538
-89158,-88325,-225026,3334697,-49719638,-16005942,59546,19784,16097.1538
38040,-55434,-193958,3616477,-49776236,-16125125,59547,19793,16097.1538
134127,-56390,-98840,3863651,-49830852,-16138755,59548,19803,16097.1538
39092,-122448,-98200,3537305,-49719991,-16243052,59549,19813,16097.1538
-56867,-89083,-161402,3309605,-49747522,-16257443,59550,19823,16097.1538
71383,-123206,-34576,3262103,-49696244,-16128448,59551,19832,16097.1538
8363,-59070,61598,3474597,-49584261,-16027671,59552,19842,16097.1538
-150093,37550,158407,3418532,-49681460,-15971399,59553,19852,16097.1538
-22760,37592,189477,3309218,-49837548,-16105058,59554,19861,16105.1488
135307,-90996,28834,3467482,-49893875,-16305954,59555,19871,16105.1488
167075,-90875,28621,3280549,-49727338,-16267478,59556,19881,16105.1488
198836,-25498,60323,3177336,-49847963,-16276153,59557,19891,16105.1488
6923,-24025,-97994,3398794,-49956090,-16199489,59558,19900,16105.1488
-55955,-57993,-33731,3497792,-50298430,-16191346,59559,19910,16105.1488
-54649,-60191,125859,3580910,-50031675,-16101881,59560,19920,16105.1488
-87086,103927,126061,3366998,-50013772,-16115517,59561,19929,16105.1488
-183039,72035,30946,3322746,-49898699,-15993868,59562,19939,16105.1488
-118848,38550,94359,3274252,-49965197,-16013829,59563,19949,16105.1488
7834,7064,29677,3409126,-49772447,-16086841,59564,19959,16105.1488
-183282,-123293,-96715,3476880,-49502728,-16277393,59565,19968,16105.1488
-89159,-88325,-225026,3425904,-49703115,-16336643,59566,19978,16105.1488
5481,11019,-257586,3549148,-49951727,-16071903,59567,19988,16105.1488
-120155,40748,-65231,3362127,-49939551,-16050187,59568,19997,16105.1488
-54522,-27783,157775,3490915,-49732198,-16039730,59569,20007,16105.1488
72811,-27740,188844,3327821,-49785071,-15869023,59570,20017,16105.1488
135944,71044,188414,3375977,-49929502,-16173455,59571,20027,16113.1489
38671,171864,-2462,3316045,-49732564,-16123304,59572,20036,16113.1489
-25514,140093,-97791,3527969,-49773363,-16182596,59573,20046,16113.1489
166278,40955,-3304,3599624,-49599686,-16189954,59574,20056,16113.1489
102214,106849,-34802,3461527,-49572698,-16225757,59575,20065,16113.1489
40252,38714,125216,3504496,-49885043,-16271479,59576,20075,16113.1489
-86678,-59872,94153,3458929,-49708784,-16296187,59577,20085,16113.1489
-57008,9020,-129489,3354812,-49590594,-16253703,59578,20095,16113.1489
-87973,-188187,-129266,3291969,-49663496,-16290443,59579,20104,16113.1489
-118694,-190066,-1381,3554867,-49683202,-16382260,59580,20114,16113.1489
70720,-24223,-66500,3659459,-49581976,-16023388,59581,20124,16113.1489
-24334,105487,29883,3588767,-49704641,-16148004,59582,20133,16113.1489
-54662,70320,189687,3617499,-49827297,-16016866,59583,20143,16113.1489
104055,-26740,124796,3395289,-49942992,-15959917,59584,20153,16113.1489
198052,-24179,-35431,3528404,-49770809,-16024944,59585,20163,16113.1489
102104,-121328,-162461,3522805,-49812002,-16017630,59586,20172,16113.1489
39359,-188144,-98197,3611669,-49720724,-16119733,59587,20182,16113.1489
198059,-89436,-67345,3497627,-49623147,-16052732,59588,20192,16121.1484
-56491,73397,-33739,3440242,-49619554,-15997080,59589,20202,16121.1484
-215202,105202,-762,3504230,-49822751,-16088767,59590,20211,16121.1484
-246435,-26309,-542,3370706,-49793134,-15968967,59591,20221,16121.1484
-215871,269442,-771,3535661,-49661194,-15878825,59592,20231,16121.1484
-88679,367589,62210,3457415,-49814553,-15929280,59593,20240,16121.1484
-54661,70320,189687,3566878,-49681256,-15860245,59594,20250,16121.1484
-88661,171821,-33532,3515840,-49764977,-16102363,59595,20260,16121.1484
-121340,140610,-160991,3496803,-49713650,-16064419,59596,20270,16121.1484
-88526,138973,-33530,3328955,-49790195,-16191099,59597,20279,16121.1484
-24863,171622,-2038,3291538,-49705622,-15984821,59598,20289,16121.1484
-25246,74397,-97787,3444171,-49648906,-16198631,59599,20299,16121.1484
-56624,106245,-33741,3541450,-49717833,-16250814,59600,20308,16121.1484
-150998,-58795,-1177,3425789,-49976325,-16220101,59601,20318,16121.1484
-55688,-123689,-33727,3531769,-49934168,-16307939,59602,20328,16121.1484
165749,107090,-35226,3579700,-49970393,-16242133,59603,20338,16121.1484
198434,73045,60317,3438239,-49967695,-16145709,59604,20347,16121.1484
103271,-25421,29042,3388400,-49943853,-16216210,59605,20357,16137.1592
-23665,-58752,29893,3524764,-49830861,-16149355,59606,20367,16137.1592
-149685,-126249,126499,3590954,-49760798,-16361483,59607,20376,16137.1592
-23799,-25904,29891,3555793,-49705179,-16209533,59608,20386,16137.1592
-23659,-124008,-2021,3449997,-49759652,-16113579,59609,20396,16137.1592
-85882,-191703,126078,3509400,-49723623,-16000667,59610,5,16137.1592
-87730,7142,-1605,3532189,-49966307,-16127173,59611,28,16137.1592
-87086,103927,126061,3207497,-49668207,-16232886,59612,52,16137.1592
-23525,-156855,-2020,3397832,-49887521,-16066802,59613,75,16137.1592
7568,72758,29789,3340600,-49777463,-16169161,59614,99,16137.1592
-149295,-94282,190450,3281295,-49784180,-16113551,59615,122,16137.1592
-24200,72637,30001,3508499,-49859303,-16032223,59616,146,16137.1592
-55693,-58435,-1696,3580927,-49776569,-16169468,59617,170,16137.1592
39731,39591,61498,3511114,-49781578,-16180385,59618,193,16137.1592
70969,105847,29364,3419880,-49725208,-16215442,59619,217,16137.1592
-183548,-57599,-96601,3564914,-49678372,-16278061,59620,240,16137.1592
-23791,-91162,-1906,3405240,-49719409,-16273521,59621,264,16137.1592
72167,-124526,61294,3385199,-49712882,-16091070,59622,287,16156.6758
102221,41591,-66598,3537678,-49735519,-16036444,59623,311,16156.6758
-88124,40333,-33407,3624591,-49777570,-16015726,59624,334,16156.6758
8639,-190213,29805,3415269,-49696608,-16268972,59625,358,16156.6758
-55833,39480,30216,3477517,-49861964,-16109199,59626,382,16156.6758
7434,105417,29788,3621759,-49697095,-15937850,59627,405,16156.6758
-24333,105296,30000,3578636,-49876904,-16025662,59628,429,16156.6758
134792,-155564,-66800,3492656,-49906864,-16055599,59629,452,16156.6758
-87212,71328,94263,3453382,-49742913,-16103255,59630,476,16156.6758
-149938,-191256,62783,3394520,-49838822,-16258507,59631,499,16156.6758
198838,-25689,60440,3442620,-49724773,-16167353,59632,523,16156.6758
9022,-92988,125553,3359745,-49693176,-16258704,59633,546,16156.6758
37901,42479,-161928,3486779,-49814919,-16216061,59634,570,16156.6758
-184358,204555,-64698,3491672,-49674374,-16039671,59635,594,16156.6758
103522,104461,124905,3448094,-49648267,-16070351,59636,617,16156.6758
-55043,-27094,94056,3410384,-49795430,-16259386,59637,641,16156.6758
-87072,-26775,62320,3346733,-49604387,-16111878,59638,664,16156.6758
-215202,105013,-706,3628432,-49763202,-16033464,59639,688,16176.6847
103801,-91745,61020,3445643,-49794639,-16151297,59640,711,16176.6847
8090,71692,93564,3527250,-49752500,-16154277,59641,735,16176.6847
7963,39283,61648,3520326,-49680388,-16097400,59642,758,16176.6847
136080,38008,188473,3422456,-49751747,-16159704,59643,782,16176.6847
7957,104539,93564,3527450,-49593847,-16084231,59644,806,16176.6847
-87735,72209,30365,3269358,-49685966,-16230415,59645,829,16176.6847
103151,-123275,-34732,3411390,-49700576,-16198555,59646,853,16176.6847
-120148,-24697,-97089,3325019,-49835163,-16136809,59647,876,16176.6847
-22995,-223180,29957,3571553,-49825806,-16089372,59648,900,16176.6847
-24454,7457,-33891,3375899,-49766206,-16004815,59649,923,16176.6847
-118189,4457,158254,3427166,-49734375,-15902387,59650,947,16176.6847
-53717,-225235,157842,3352421,-49750731,-16216267,59651,970,16176.6847
134099,269525,60786,3499305,-49845837,-16280934,59652,994,16176.6847
197530,-23667,-99210,3446962,-49899596,-16168018,59653,1018,16176.6847
71499,39348,61224,3458723,-49858330,-16175636,59654,1041,16176.6847
40254,38348,125273,3426466,-49743455,-16157596,59655,1065,16176.6847
71761,38909,93142,3334977,-49689440,-16281858,59656,1088,16195.6783
70192,41545,-98365,3445777,-49688193,-16316341,59657,1112,16195.6783
-56891,171575,-33688,3275525,-49629579,-16001437,59658,1135,16195.6783
8097,6258,61651,3519282,-49766948,-16151087,59659,1159,16195.6783
-152042,-57403,-128792,3606144,-49788196,-16055412,59660,1182,16195.6783
-24436,-188312,-129633,3435423,-49938567,-16098158,59661,1206,16195.6783
-120013,-57722,-97086,3251776,-49660235,-15861032,59662,1230,16195.6783
8371,-27028,93571,3459222,-49751524,-16240682,59663,1253,16195.6783
38826,138210,29514,3421277,-49638311,-16081691,59664,1277,16195.6783
38570,73393,-34318,3568071,-49666778,-15902763,59665,1300,16195.6783
69037,10454,-226034,3370111,-49793018,-16013778,59666,1324,16195.6783
167483,-59712,124431,3409816,-49885666,-16180753,59667,1347,16195.6783
-54355,-191948,125924,3162529,-49797805,-16067103,59668,1371,16195.6783
-119356,103880,94413,3261084,-49804968,-16110085,59669,1394,16195.6783
-118546,-158463,62510,3336323,-49773553,-16221096,59670,1418,16195.6783
-57503,-56163,-193263,3399864,-49749969,-16168477,59671,1442,16195.6783
-56069,-25952,-1757,3273238,-49802914,-16149368,59672,1465,16195.6783
-24309,39601,29944,3535272,-49881863,-16105185,59673,1489,16215.6769
-118949,-59743,62505,3367442,-49789526,-16177566,59674,1512,16215.6769
38965,40282,-2398,3147641,-49625485,-16149720,59675,1536,16215.6769
38448,-24095,-98148,3391086,-49700606,-16128417,59676,1559,16215.6769
40017,-26731,93359,3463613,-49794975,-16315932,59677,1583,16215.6769
-87060,38041,126123,3509829,-49666177,-16112593,59678,1606,16215.6769
-118420,-125878,94426,3515090,-49587805,-16074090,59679,1630,16215.6769
-182479,-125241,31015,3539966,-49781148,-16151382,59680,1654,16215.6769
37123,173870,-161995,3448590,-49849996,-16101159,59681,1677,16215.6769
134402,7796,-3033,3430483,-49693472,-15984952,59682,1701,16215.6769
7190,105418,29728,3456413,-49808599,-16054882,59683,1724,16215.6769
-87851,104616,62283,3410071,-49706103,-15995403,59684,1748,16215.6769
37530,10071,-193904,3453334,-49611647,-16211481,59685,1771,16215.6769
-56064,-91032,-33672,3296697,-50022722,-16135566,59686,1795,16215.6769
-24844,73328,-33864,3550659,-49822298,-16218026,59687,1818,16215.6769
-86664,-190575,30441,3329135,-49778834,-15945162,59688,1842,16215.6769
70313,139386,-34474,3616883,-49837642,-16132770,59689,1866,16215.6769
38813,73569,-34258,3305676,-49907178,-16096497,59690,1889,16235.6782
-151652,-25259,-64897,3357626,-49791268,-16078108,59691,1913,16235.6782
196868,75492,-131074,3515359,-49762649,-16097356,59692,1936,16235.6782
-23403,-59382,61927,3363796,-49624407,-16030019,59693,1960,16235.6782
8881,5116,157466,3401700,-49725143,-16126617,59694,1983,16235.6782
71353,202884,125111,3307408,-49553066,-15996184,59695,2007,16235.6782
230083,-24689,-3608,3490137,-49851077,-15959870,59696,2030,16235.6782
39877,-123957,-2329,3429966,-49552262,-16208937,59697,2054,16235.6782
-88142,236007,62335,3394635,-49659433,-16133764,59698,2078,16235.6782
132797,206641,-130656,3342737,-49783631,-16169101,59699,2101,16235.6782
38297,9192,-130008,3340368,-49873607,-15994158,59700,2125,16235.6782
38826,-56943,-98087,3348463,-49752732,-16178986,59701,2148,16235.6782
132937,108538,-162569,3441970,-49810933,-16083806,59702,2172,16235.6782
-23281,38282,125758,3485872,-49888839,-16163442,59703,2195,16235.6782
40528,-92428,93423,3371972,-49636849,-16063090,59704,2219,16235.6782
-117660,-61501,190236,3286685,-49730726,-16137855,59705,2242,16235.6782
104720,-125913,156836,3468410,-49635766,-16093763,59706,2266,16235.6782
39470,39842,29580,3207670,-49757696,-15927262,59707,2290,16255.4068
102878,7675,-2761,3361929,-49805628,-16067922,59708,2313,16255.4068
-55833,39480,30216,3333708,-49688694,-16064340,59709,2337,16255.4068
-214933,39316,-641,3388052,-49747520,-16012981,59710,2360,16255.4068
-25372,41798,-129586,3316655,-49814623,-16130573,59711,2384,16255.4068
-118713,5514,94361,3482221,-49863411,-15945354,59712,2407,16255.4068
8886,-60138,125435,3469453,-49816069,-15890836,59713,2431,16255.4068
-54125,-61258,189695,3389432,-49585591,-16190800,59714,2454,16255.4068
-88252,7832,-65441,3424107,-49712571,-16144712,59715,2478,16255.4068
39481,-90668,-34366,3665189,-49731737,-15991967,59716,2502,16255.4068
6528,9073,-129914,3476886,-49635411,-16027103,59717,2525,16255.4068
-25379,107056,-97789,3360865,-49906794,-16160406,59718,2549,16255.4068
-24060,-25653,-2027,3512255,-49826309,-16025489,59719,2572,16255.4068
102227,-23852,-98630,3457561,-49740739,-16076464,59720,2596,16255.4068
