X_GYRO_LWR,Y_GYRO_LWR,Z_GYRO_LWR,X_ACCL_LWR,Y_ACCL_LWR,Z_ACCL_LWR,DATA_CNTR,TIME_STAMP_LWR,USB_TIMESTAMP_MS
-24845,-24146,-97782,3422785,-49768078,-16147266,41840,17952,20.5723
196732,108530,-131193,3256638,-49776149,-16104964,41841,17973,20.5723
71383,-123206,-34576,3628355,-49775789,-16131464,41842,17993,20.5723
-150737,-59235,30741,3471970,-49734217,-16044825,41843,18014,20.5723
-24577,-89841,-97778,3392938,-49704934,-16227783,41844,18034,20.5723
-55968,72519,30097,3372025,-49655532,-16142303,41845,18054,20.5723
-23149,5624,125643,3553736,-49568925,-16135663,41846,18075,20.5723
-23022,38032,157559,3392616,-49623942,-15998619,41847,18095,20.5723
101952,107288,-66720,3563673,-49710914,-16191577,41848,18116,20.5723
8752,-27102,125433,3462449,-49779446,-16008698,41849,18136,20.5723
-56108,170623,62010,3407745,-49864837,-16120218,41850,18156,20.5723
-118044,-158536,94371,3352896,-49806545,-16331266,41851,18177,20.5723
-151265,6900,-1180,3593231,-49880663,-15994522,41852,18197,20.5723
-88520,73716,-65445,3574999,-49913993,-16051124,41853,18218,20.5723
39207,40472,-2455,3553717,-49712801,-16102264,41854,18238,20.5723
-54789,37912,157771,3511162,-49866989,-15909859,41855,18258,20.5723
-56759,139093,-33743,3436968,-49734746,-16068120,41856,18279,20.5723
-119104,-26097,30527,3387490,-49768918,-16257665,41857,18299,37.579
7846,-123279,-34151,3460555,-49827268,-16131516,41858,18320,37.579
-119613,-155731,-97110,3438378,-49531084,-16073445,41859,18340,37.579
39206,40640,-2399,3444087,-49508548,-16123090,41860,18361,37.579
-119115,104414,94412,3666529,-49874178,-16149701,41861,18381,37.579
7056,-56705,-97936,3455209,-49749379,-16199095,41862,18401,37.579
-246167,-91838,-482,3471388,-49851574,-16055305,41863,18422,37.579
-56478,-56947,-97511,3403885,-49904246,-16189251,41864,18442,37.579
40265,-91630,61444,3223285,-49735367,-16088485,41865,18463,37.579
7445,-24737,-34101,3466882,-49553931,-16254242,41866,18483,37.579
102876,8033,-2822,3501290,-49820865,-16222633,41867,18503,37.579
-24201,72807,29941,3313739,-49700805,-15927453,41868,18524,37.579
-86933,-124521,30376,3318462,-49627171,-16075662,41869,18544,37.579
-183945,-24143,-128582,3386393,-49657457,-16154442,41870,18565,37.579
-86697,136064,189952,3331513,-49663791,-15999376,41871,18585,37.579
-182766,-58748,-908,3503526,-49791452,-16047756,41872,18605,37.579
-151922,40795,-64962,3545251,-49663107,-15964732,41873,18626,37.579
-55427,-123961,-1753,3504063,-49809656,-15954698,41874,18646,53.8926
38550,74367,-66237,3365253,-49612466,-16158079,41875,18667,53.8926
103807,-156645,29105,3541281,-49821451,-15927419,41876,18687,53.8926
-88126,40597,-33469,3399900,-49587293,-16140652,41877,18707,53.8926
40398,-124478,61446,3350524,-49877753,-16068476,41878,18728,53.8926
-120154,40915,-65174,3332397,-49942253,-16218849,41879,18748,53.8926
7688,170592,93559,3411353,-49802765,-16025498,41880,18769,53.8926
-87609,104974,62281,3508484,-49717584,-16135584,41881,18789,53.8926
-88776,9067,-129221,3480777,-49516745,-16269724,41882,18809,53.8926
8096,6792,61650,3445984,-49929793,-15993927,41883,18830,53.8926
70980,-24496,-34525,3561962,-49841918,-15981728,41884,18850,53.8926
-214545,71286,63132,3318126,-49756781,-16083762,41885,18871,53.8926
-54526,37284,189746,3637795,-49887031,-16218274,41886,18891,53.8926
8243,-156924,-2233,3353422,-49776805,-16048557,41887,18911,53.8926
-24845,-24334,-97840,3387525,-49871009,-16033105,41888,18932,53.8926
104037,168841,220480,3268196,-50020699,-16060977,41889,18952,53.8926
-54399,37286,189630,3392478,-49830499,-16244008,41890,18973,53.8926
-117547,36606,221972,3392957,-49852935,-16186266,41891,18993,70.9221
-56109,105619,-1883,3533694,-49933504,-16186479,41892,19013,70.9221
7706,-90347,-66132,3370610,-50030161,-16191066,41893,19034,70.9221
-119242,6834,-1452,3165750,-49909141,-16163742,41894,19054,70.9221
-56352,-89710,-129544,3413064,-49634225,-16077191,41895,19075,70.9221
-182523,71409,62804,3274693,-49738862,-16119052,41896,19095,70.9221
-24462,8075,-65925,3408056,-49885375,-16130645,41897,19115,70.9221
-23659,-189012,-65914,3409443,-49846430,-16179836,41898,19136,70.9221
-87080,-26332,30255,3448455,-49681272,-16152288,41899,19156,70.9221
-23550,39166,61745,3324732,-49802119,-16152465,41900,19177,70.9221
-23161,71134,125579,3338807,-49768894,-16112025,41901,19197,70.9221
-118452,-59740,62387,3520834,-49771624,-16369939,41902,19217,70.9221
7846,-188452,-98045,3362110,-49830429,-16137532,41903,19238,70.9221
-119364,-90830,-65283,3463919,-49625779,-16206450,41904,19258,70.9221
-55707,7075,-1877,3488417,-49779898,-16241702,41905,19279,70.9221
41566,-93742,189001,3554370,-49630838,-16205907,41906,19299,70.9221
8351,6438,61535,3460732,-49699935,-16222064,41907,19319,70.9221
-23161,71134,125579,3581868,-49848584,-16206921,41908,19340,88.1566
-87098,169437,125998,3588520,-49754201,-16309651,41909,19360,88.1566
6897,171995,-34229,3509569,-49614304,-16018175,41910,19381,88.1566
133331,10436,-194659,3386358,-49780483,-16035943,41911,19401,88.1566
-88661,106816,-97425,3458995,-49964348,-15907472,41912,19421,88.1566
71363,7746,-2726,3295136,-49734518,-16102254,41913,19442,88.1566
-23539,-91159,-2084,3495069,-49816826,-16226514,41914,19462,88.1566
-149034,-159536,158416,3406072,-49737295,-16109833,41915,19483,88.1566
103521,39835,61010,3385050,-49719288,-16186328,41916,19503,88.1566
136603,-27498,188474,3397077,-49886229,-16319203,41917,19523,88.1566
-119108,38989,62497,3358872,-49760775,-16191140,41918,19544,88.1566
-86556,37791,158040,3440651,-49935290,-16390127,41919,19564,88.1566
-56363,105805,-1767,3471283,-49741220,-16314517,41920,19585,88.1566
-55968,72517,30153,3446778,-49703836,-16117134,41921,19605,88.1566
6929,-89282,-129852,3533889,-49756102,-16069603,41922,19625,88.1566
39213,-24784,-34313,3423279,-49780088,-16068631,41923,19646,88.1566
-151265,6899,-1124,3632671,-49783875,-16125327,41924,19666,88.1566
-152706,41944,-160716,3398317,-49832857,-16380633,41925,19687,105.017
-88387,40867,-65387,3493900,-49853469,-16125208,41926,19707,105.017
8370,-124328,29740,3548935,-49663508,-16117926,41927,19727,105.017
-87730,7141,-1549,3460476,-49841946,-16239325,41928,19748,105.017
7719,-155857,-66011,3406068,-49728968,-16090815,41929,19768,105.017
-86678,-59873,94208,3501465,-49822769,-16191070,41930,19789,105.017
-214399,-91885,-694,3476446,-49804695,-16232450,41931,19809,105.017
7573,7503,-2185,3331329,-49668156,-16088484,41932,19829,105.017
-119363,-25827,-1334,3652093,-49703461,-16134867,41933,19850,105.017
-24736,204029,29934,3415202,-49859282,-16335745,41934,19870,105.017
8619,5745,125486,3459889,-49792517,-16226638,41935,19891,105.017
8230,-26223,61652,3620874,-49818920,-16103576,41936,19911,105.017
7567,72758,29729,3504993,-49646124,-16303007,41937,19931,105.017
72557,-92557,125068,3467732,-49782381,-16307313,41938,19952,105.017
-151915,-24629,-96876,3249379,-49714833,-16222793,41939,19972,105.017
-56230,72957,-1764,3389585,-49918943,-16251642,41940,19993,105.017
133591,75168,-98792,3609153,-49703788,-16085149,41941,20013,105.017
-23666,-58584,29948,3490693,-49935977,-16178499,41942,20033,122.0144
-24712,-56826,-97723,3507686,-49805937,-16108061,41943,20054,122.0144
8631,-124599,61658,3421256,-49648720,-16135398,41944,20074,122.0144
38008,271014,-34330,3481611,-49876497,-16179766,41945,20095,122.0144
71789,-91510,61233,3338034,-49738390,-16189109,41946,20115,122.0144
70731,40760,-2610,3542244,-49641178,-16169717,41947,20135,122.0144
102511,-89631,-66650,3542064,-49720557,-15909576,41948,20156,122.0144
7852,6792,61652,3674837,-49713428,-16113871,41949,20176,122.0144
-183685,170746,30998,3601356,-49880630,-16008964,41950,20197,122.0144
6271,139941,-66027,3654510,-49746822,-16182928,41951,20217,122.0144
70731,40760,-2610,3613005,-49729006,-16241017,41952,20237,122.0144
-88751,-56629,-129215,3334993,-49664372,-16194275,41953,20258,122.0144
38964,40639,-2398,3488238,-49740425,-16119684,41954,20278,122.0144
-24304,-25298,-1969,3425160,-49896932,-15929527,41955,20299,122.0144
8120,-58903,61656,3604591,-49660493,-16022339,41956,20319,122.0144
-55810,-25857,30160,3456576,-49818809,-16062973,41957,20339,122.0144
-88655,302060,62271,3617535,-49715998,-16056232,41958,20360,122.0144
-120653,-23901,-129005,3473698,-49751204,-16219480,41959,20380,139.0168
-56333,-24979,-33675,3473622,-49705410,-16063286,41960,0,139.0168
-24973,138941,-1979,3453415,-49799159,-16340597,41961,20,139.0168
39097,7791,-2396,3390118,-49768268,-16095874,41962,41,139.0168
102766,-24815,-2818,3520418,-49830370,-16073079,41963,61,139.0168
39219,105456,61434,3536563,-49672032,-16157651,41964,81,139.0168
-152675,-88839,-192624,3447987,-49800546,-16118185,41965,102,139.0168
8388,-124599,61659,3205497,-49663998,-16231792,41966,122,139.0168
9166,-60661,189328,3512976,-49760885,-16181336,41967,143,139.0168
-120015,138139,30575,3368436,-49675868,-16060805,41968,163,139.0168
-24170,-58145,-1967,3554238,-49597571,-16093659,41969,183,139.0168
135318,-26013,92723,3448786,-49691304,-16050113,41970,204,139.0168
199505,5757,188052,3550795,-49817921,-16144579,41971,224,139.0168
6659,171911,-2308,3457140,-49716084,-16108599,41972,245,139.0168
-87184,-59265,62179,3527260,-49737861,-16110857,41973,265,139.0168
135172,-122795,-35061,3446972,-49563922,-16096434,41974,285,139.0168
-86820,-26415,62173,3421163,-49642565,-16145451,41975,306,139.0168
-119378,40039,-1455,3447816,-49623534,-16103518,41976,326,156.0426
-183035,-57866,-64861,3700308,-49774833,-16133029,41977,347,156.0426
38543,74809,-98272,3443383,-49897007,-16039086,41978,367,156.0426
-55185,6553,61958,3461366,-49834747,-15942665,41979,387,156.0426
197515,42564,-99331,3333609,-49830496,-16049350,41980,408,156.0426
7042,8993,-98056,3388730,-49867705,-16307020,41981,428,156.0426
7966,-90430,-34214,3493459,-49760081,-15879628,41982,449,156.0426
-87732,-57504,-65497,3435865,-49662919,-16141972,41983,469,156.0426
39990,-25493,29406,3498470,-49744533,-16163469,41984,489,156.0426
72944,-125234,124954,3629825,-50011923,-16008854,41985,510,156.0426
-55587,105097,61953,3517672,-49649760,-16195139,41986,530,156.0426
-23935,-57703,-34003,3464689,-49806327,-16060909,41987,551,156.0426
72275,39005,124945,3459047,-49835049,-16015623,41988,571,156.0426
-55447,6992,30041,3443955,-49810956,-16139681,41989,591,156.0426
72153,-58660,61114,3474933,-49854193,-16264523,41990,612,156.0426
103519,40004,60896,3578365,-49998077,-15985951,41991,632,157.0392
-54528,-27173,125797,3509885,-50001739,-16216658,41992,653,157.0392
103653,7157,60898,3619703,-49865974,-16008636,41993,673,173.5503
39984,39763,61321,3522064,-49839132,-16239097,41994,693,173.5503
8758,-157005,29625,3496573,-49888235,-16061640,41995,714,173.5503
7941,170593,93444,3552919,-49834534,-16207713,41996,734,173.5503
135019,105736,60681,3487061,-49820886,-16191372,41997,755,173.5503
134383,-56389,-98901,3466068,-49909151,-16051782,41998,775,173.5503
-25648,108126,-161685,3387833,-49733110,-16041463,41999,795,173.5503
-88132,40870,-65503,3593407,-49736645,-16006935,42000,816,173.5503
-23666,-123567,-34000,3377692,-49749785,-16068732,42001,836,173.5503
133604,-55510,-162735,3460800,-49512229,-16087526,42002,857,173.5503
-119626,-25386,-33368,3492358,-49850872,-15955362,42003,877,173.5503
-24731,138774,-2095,3355962,-49667877,-16105014,42004,897,173.5503
-88528,138972,-33589,3491137,-49645755,-16139026,42005,918,173.5503
-24195,7383,-2087,3552823,-49801273,-16113910,42006,938,173.5503
-56091,-25145,-33792,3465480,-49755496,-16240339,42007,959,173.5503
39078,8064,-34430,3568871,-49809800,-16242499,42008,979,173.5503
-119109,38990,62383,3561297,-50003111,-16189367,42009,999,173.5503
-56625,106246,-33800,3387494,-49768891,-16263876,42010,1020,190.5487
-120156,40748,-65290,3509682,-49639178,-16066227,42011,1040,190.5487
-88114,-90082,-97412,3447016,-49605590,-16252804,42012,1061,190.5487
-119620,-90642,-65282,3525917,-49785109,-16082753,42013,1081,190.5487
-87980,-122929,-97410,3520032,-49668167,-16159896,42014,1101,190.5487
-25509,74837,-129764,3550913,-49471736,-15978491,42015,1122,190.5487
71235,40153,29192,3388077,-49455571,-16085127,42016,1142,190.5487
39455,170545,93233,3430962,-49555345,-15930753,42017,1163,190.5487
-25114,41550,-97844,3410864,-49638549,-16131179,42018,1183,190.5487
-215860,138929,-64658,3520001,-49653596,-16109915,42019,1203,190.5487
-119255,202350,126210,3593946,-49817376,-16138870,42020,1224,190.5487
-24718,8262,-65924,3511548,-49947883,-16102049,42021,1244,190.5487
41565,-28739,252834,3409630,-50050516,-16274281,42022,1265,190.5487
39474,-25222,-2510,3426466,-50045725,-16143452,42023,1285,190.5487
-152203,236835,-1252,3404903,-50147100,-16234238,42024,1305,190.5487
40392,-59389,93246,3523002,-50238420,-16290757,42025,1326,190.5487
-150999,-58795,-1235,3501782,-50022562,-16262881,42026,1346,190.5487
-56613,-24266,-97628,3389453,-50017025,-16037528,42027,1367,207.6242
102875,7866,-2937,3594186,-49798362,-15999780,42028,1387,207.6242
71235,40153,29192,3773715,-49901632,-16165960,42029,1407,207.6242
-57677,173261,-129557,3565234,-49636313,-16039097,42030,1428,207.6242
-152962,-22869,-224663,3582820,-49561943,-16002643,42031,1448,207.6242
38830,-122008,-130177,3691273,-49519323,-15959811,42032,1469,207.6242
133209,-22223,-194655,3448890,-49559867,-16121727,42033,1489,207.6242
40258,-26541,93244,3401181,-49490039,-15982095,42034,1509,207.6242
38671,171864,-2521,3402363,-49526387,-16401511,42035,1530,207.6242
166265,171467,60465,3517457,-49712470,-15862183,42036,1550,207.6242
-117656,-126567,158146,3443830,-49779783,-16035428,42037,1571,207.6242
-55312,38792,93876,3436081,-49860724,-16219030,42038,1591,207.6242
-55847,170183,93870,3416192,-49856137,-16017943,42039,1611,207.6242
-24073,105048,61742,3495242,-49950052,-16097575,42040,1632,207.6242
38026,75079,-130188,3594790,-49872803,-16126882,42041,1652,207.6242
-24074,105048,61742,3290958,-49926441,-16287334,42042,1673,207.6242
-150214,-60113,94519,3470712,-49923116,-15950112,42043,1693,207.6242
-23392,-189704,-2077,3393895,-49893639,-16082927,42044,1713,223.9473
-55957,-57993,-33790,3394341,-49774354,-16097440,42045,1734,223.9473
229551,41637,-35706,3611711,-49884591,-16022788,42046,1754,223.9473
71630,6866,61112,3656595,-49575824,-16140352,42047,1775,223.9473
-23258,-222550,-2074,3451254,-49386500,-15985533,42048,1795,223.9473
39741,-90918,-2506,3372211,-49661591,-16133160,42049,1815,223.9473
7043,73640,-34221,3376335,-49505173,-16130859,42050,1836,223.9473
-182115,-27387,94729,3434305,-49541512,-16137212,42051,1856,223.9473
-24858,106367,-34012,3324378,-49610659,-16107856,42052,1877,223.9473
6508,205030,-34229,3423482,-49654781,-16130980,42053,1897,223.9473
-87451,-189065,-65489,3645113,-49633482,-16112686,42054,1917,223.9473
-22869,-190583,61760,3465316,-49876561,-16160987,42055,1938,223.9473
-87870,105246,30278,3637049,-49645933,-16114994,42056,1958,223.9473
-24201,72639,29885,3353954,-49830438,-16109231,42057,1979,223.9473
8217,104289,125424,3380233,-49968135,-16162898,42058,1999,223.9473
7956,104728,93507,3550043,-49914600,-16158891,42059,2019,223.9473
8631,-124767,61602,3581785,-49831959,-16171988,42060,2040,223.9473
40928,-190781,93312,3469810,-49932405,-16267762,42061,2060,241.4852
103921,6107,124794,3458347,-49814922,-16160375,42062,2081,241.4852
134778,-24861,-3088,3490096,-49755204,-16246389,42063,2101,241.4852
-181184,-192065,126715,3524823,-49829997,-15956911,42064,2121,241.4852
6521,74518,-98000,3345625,-49686806,-16163429,42065,2142,241.4852
-56090,-25146,-33733,3333763,-49575998,-16207522,42066,2162,241.4852
-25387,172501,-65874,3404956,-49817647,-16131745,42067,2183,241.4852
6922,-24025,-97993,3490426,-49915383,-16140879,42068,2203,241.4852
7706,-25344,-2239,3441449,-49771815,-16095342,42069,2223,241.4852
198709,-57906,28407,3520216,-49828489,-16105999,42070,2244,241.4852
7445,-24904,-34158,3426388,-49737258,-16182042,42071,2264,241.4852
292692,75164,-67991,3543357,-49708818,-16110321,42072,2285,241.4852
-119243,71837,62439,3410840,-49782414,-16097778,42073,2305,241.4852
-118841,-26706,62445,3476430,-49823456,-16309453,42074,2325,241.4852
-86678,-59872,94153,3499054,-49656366,-16259174,42075,2346,241.4852
-55184,71200,125851,3507163,-49900264,-16007588,42076,2366,241.4852
-56102,105366,30095,3601443,-49584525,-16067003,42077,2387,241.4852
-88131,105685,-1610,3637846,-49690968,-16039389,42078,2407,258.4988
-87985,-57674,-65437,3586418,-49554091,-16131068,42079,2427,258.4988
7707,-25343,-2239,3628353,-49748660,-16019554,42080,2448,258.4988
294133,40119,91601,3463709,-49573821,-16043017,42081,2468,258.4988
102475,106409,-2884,3474341,-49802656,-16222541,42082,2489,258.4988
104451,-60027,156716,3618267,-49781956,-16096835,42083,2509,258.4988
37122,-21267,-289714,3510941,-49871356,-15980660,42084,2529,258.4988
70713,41031,-34529,3579835,-49831864,-16114172,42085,2550,258.4988
-55834,39669,30155,3413442,-49810998,-16029974,42086,2570,258.4988
-150997,-58796,-1120,3454508,-49841787,-16160786,42087,2591,258.4988
-118974,6141,62500,3375058,-50013035,-16012431,42088,2611,258.4988
71243,-25103,-2608,3519177,-49887915,-16040740,42089,2631,258.4988
-86410,-125569,94213,3232233,-49817885,-16195131,42090,2652,258.4988
-23403,-59192,61867,3592048,-49838088,-16174312,42091,2672,258.4988
-117910,-191385,94428,3377907,-49830852,-16302161,42092,2693,258.4988
-151520,-57917,-64956,3547631,-49725272,-16112604,42093,2713,258.4988
36976,142091,-225831,3617408,-49734900,-16172408,42094,2733,258.4988
-56618,40988,-65599,3643556,-49856054,-16198876,42095,2754,275.0103
38569,-121570,-161980,3468774,-49510257,-16124532,42096,2774,275.0103
-87991,7580,-33467,3605094,-49607890,-16290924,42097,2795,275.0103
-25386,172500,-65818,3519208,-49785761,-16254688,42098,2815,275.0103
-151781,-57477,-96874,3547081,-49679979,-16099504,42099,2835,275.0103
103284,-155935,-34731,3283026,-49778221,-16208488,42100,2856,275.0103
-214533,-59037,-696,3453783,-49777910,-16126680,42101,2876,275.0103
71243,-25103,-2608,3542306,-49953815,-16143149,42102,2897,275.0103
-87207,6261,62287,3594037,-49875675,-16346963,42103,2917,275.0103
-23142,-59632,93785,3482362,-49767317,-16138774,42104,2937,275.0103
198575,-25060,28461,3540809,-49863636,-16241388,42105,2958,275.0103
7184,-24466,-66019,3521741,-49658075,-16224016,42106,2978,275.0103
7166,171303,29723,3393030,-49852835,-16159287,42107,2999,275.0103
-25252,139653,-65817,3355461,-49660030,-16198218,42108,3019,275.0103
-23939,72198,61859,3650195,-49876335,-16132997,42109,3039,275.0103
-87864,39988,-1551,3516088,-49693063,-16207978,42110,3060,275.0103
-151131,-25948,-1122,3349071,-49783328,-16131623,42111,3080,275.0103
-24328,40230,-1974,3406436,-49759831,-16083197,42112,3101,292.0108
-118733,201470,190104,3508799,-49883989,-16057343,42113,3121,292.0108
-23775,-91600,29896,3517314,-49612577,-16138367,42114,3141,292.0108
40277,-26982,125222,3559003,-49655223,-16124188,42115,3162,292.0108
229187,-56029,-99475,3397797,-49789576,-16336683,42116,3182,292.0108
38957,105727,29460,3182285,-49771221,-16207235,42117,3203,292.0108
-23908,-58752,29894,3639310,-49839574,-16182310,42118,3223,292.0108
39104,-57632,-34366,3479927,-49713526,-16052992,42119,3243,292.0108
-150578,-157779,30748,3633964,-49719976,-16087288,42120,3264,292.0108
-25094,41109,-65866,3357030,-49579190,-16035284,42121,3284,292.0108
165499,172346,-3310,3571153,-49680285,-16294512,42122,3305,292.0108
-183671,40066,-32887,3407893,-49756273,-16269767,42123,3325,292.0108
7482,-221112,-97981,3448459,-49827156,-16079732,42124,3345,292.0108
7457,39911,29676,3313532,-49767737,-16274723,42125,3366,292.0108
8375,5745,125432,3537103,-49717332,-16166709,42126,3386,292.0108
-87189,5822,94151,3679000,-49757109,-16257567,42127,3407,292.0108
-56600,40549,-33735,3351690,-49859869,-16236400,42128,3427,292.0108
-55549,-26465,62022,3275985,-49814617,-15958373,42129,3447,309.2871
38581,-56753,-98202,3512373,-49876163,-16160888,42130,3468,309.2871
-55415,-59313,62025,3361950,-49663771,-16080022,42131,3488,309.2871
-54229,-159175,157784,3337757,-49882516,-16189124,42132,3509,309.2871
70859,73000,29249,3416830,-49809625,-16216328,42133,3529,309.2871
-55281,-92160,62026,3556111,-49925041,-16177656,42134,3549,309.2871
-55300,103607,157769,3451603,-49919819,-16099487,42135,3570,309.2871
6935,40791,-34159,3371241,-49723025,-16032888,42136,3590,309.2871
104609,-158665,156723,3546990,-49840601,-16155752,42137,3611,309.2871
165123,9675,-130973,3620419,-49815206,-16215024,42138,3631,309.2871
100415,-21217,-290137,3462978,-49668393,-16029396,42139,3651,309.2871
-55420,5754,93938,3494153,-49917824,-16292028,42140,3672,309.2871
-56077,39481,30071,3400634,-49778304,-16060450,42141,3692,309.2871
-55969,7514,-33795,3327235,-49851626,-16180220,42142,3713,309.2871
39474,-90227,-66344,3384585,-49828140,-16129718,42143,3733,309.2871
37633,43361,-225942,3350638,-49748354,-16141232,42144,3753,309.2871
101697,-22532,-194444,3496741,-49610768,-16140311,42145,3774,309.2871
-182912,39440,-1031,3561780,-49691959,-16047728,42146,3794,326.2853
9396,4681,189207,3405527,-49867083,-16163318,42147,3815,326.2853
-23806,-25651,-2087,3307724,-49648609,-16303899,42148,3835,326.2853
134644,-57017,-66983,3324817,-49689418,-16264975,42149,3855,326.2853
7560,73013,-2305,3373928,-49922467,-15990141,42150,3876,326.2853
-118337,103181,158131,3451595,-49921914,-16105736,42151,3896,326.2853
-24590,-24334,-97842,3362146,-49707361,-16219359,42152,3917,326.2853
-56491,8393,-97632,3423173,-49978218,-16229101,42153,3937,326.2853
-246448,39199,-606,3324210,-49804703,-16274950,42154,3957,326.2853
-55191,71453,93873,3567206,-49807312,-16099141,42155,3978,326.2853
136085,-92061,92610,3401987,-49764407,-16199183,42156,3998,326.2853
-119370,-25575,-33369,3343435,-49805784,-16050758,42157,4019,326.2853
8357,-58818,29620,3661549,-49664535,-16207953,42158,4039,326.2853
72020,-26168,61112,3638988,-49531374,-16311934,42159,4059,326.2853
-56899,172193,-65722,3460790,-49693575,-16172410,42160,4080,326.2853
8217,39286,61533,3339267,-49776703,-15973289,42161,4100,326.2853
-23270,-157043,-2080,3600841,-49683107,-16015771,42162,4121,326.2853
41566,-93742,189000,3381153,-49735778,-16196377,42163,4141,343.2773
-23812,39604,29826,3431817,-49710844,-16309732,42164,4161,343.2773
229533,172579,-3797,3467776,-49611355,-16221057,42165,4182,343.2773
-23825,170473,93655,3542911,-50005301,-16170739,42166,4202,343.2773
135421,7277,60686,3513512,-49995902,-16324378,42167,4223,343.2773
73326,-28010,220702,3467839,-49965692,-16351208,42168,4243,343.2773
-23150,-59022,61750,3382993,-50038250,-16201455,42169,4263,343.2773
198707,-57738,28348,3545755,-49908568,-16163208,42170,4284,343.2773
7705,-25175,-2298,3542966,-49850980,-16158243,42171,4304,343.2773
-55422,-189216,-33783,3552253,-49755963,-16077994,42172,4325,343.2773
-24317,-90111,-65918,3372468,-49694667,-16161397,42173,4345,343.2773
-152051,8388,-96993,3757691,-49926422,-16127009,42174,4365,343.2773
38816,8672,-66348,3412910,-49836589,-16300172,42175,4386,343.2773
-119371,39598,30465,3386896,-49738231,-16323803,42176,4406,343.2773
-22754,-27493,157505,3524669,-49698829,-16119066,42177,4427,343.2773
71758,39443,93028,3362973,-49750281,-16145798,42178,4447,343.2773
-88771,-56186,-161250,3338638,-49735657,-15988147,42179,4467,343.2773
-153236,108250,-192753,3433798,-49712978,-16327263,42180,4488,359.8003
8374,-189414,-2288,3425306,-49802989,-16139797,42181,4508,360.8085
135427,6837,92605,3458017,-49669338,-16290739,42182,4529,360.8085
167730,-124434,92401,3365538,-49768497,-16075061,42183,4549,360.8085
39473,-25054,-2510,3308338,-49656322,-16158848,42184,4570,360.8085
7705,-25175,-2297,3434984,-49776388,-16230239,42185,4590,360.8085
6908,106655,-34223,3544861,-49692697,-16215834,42186,4610,360.8085
39722,105018,93236,3407141,-49681992,-16200026,42187,4631,360.8085
-54140,69610,253465,3626161,-49805145,-16304012,42188,4651,360.8085
8350,71610,125369,3610021,-49642435,-16189663,42189,4672,360.8085
-23813,104777,93660,3635620,-49695354,-16121477,42190,4692,360.8085
132819,-54023,-258490,3316560,-49768780,-15987841,42191,4712,360.8085
-120685,107053,-97211,3693842,-49758543,-16159323,42192,4733,360.8085
-88642,-23957,-129334,3449563,-49742641,-16042547,42193,4753,360.8085
72167,-124712,61119,3486334,-49590217,-16125107,42194,4774,360.8085
-88648,41120,-97420,3253773,-49714468,-16128494,42195,4794,360.8085
39736,-25851,29408,3464906,-49703964,-16224375,42196,4814,360.8085
-183289,-58225,-64859,3399150,-49796508,-15969132,42197,4835,376.807
-56619,40801,-65714,3430650,-49747479,-16175926,42198,4855,377.8078
-23799,-26092,29832,3539628,-49771032,-16231519,42199,4876,377.8078
-183952,40758,-96783,3349843,-49686638,-16136190,42200,4896,377.8078
167062,39449,92391,3553407,-49669300,-16003907,42201,4916,377.8078
-55317,103860,125791,3496844,-49798311,-16232207,42202,4937,377.8078
-23805,39164,61747,3441966,-49817155,-16127092,42203,4957,377.8078
7828,72133,61533,3504748,-49869391,-15980186,42204,4978,377.8078
-55956,-58182,-33790,3307844,-49777744,-16154277,42205,4998,377.8078
69528,140706,-130404,3575071,-49755471,-16021142,42206,5018,377.8078
7432,105420,29612,3667212,-49748380,-16084699,42207,5039,377.8078
-183836,203679,-1038,3445882,-49654715,-16180235,42208,5059,377.8078
-55171,-59499,61965,3468408,-49796261,-16138592,42209,5080,377.8078
-23659,-124196,-2080,3490195,-49755123,-16222870,42210,5100,377.8078
-87335,-26333,30257,3504281,-49719800,-16170416,42211,5120,377.8078
40119,71375,125156,3355378,-49658050,-16230672,42212,5141,377.8078
7439,40163,-2302,3501308,-49952167,-16124156,42213,5161,377.8078
-86678,-60059,94095,3549060,-49859334,-16214186,42214,5182,394.8083
-23404,-59379,61752,3503608,-49805947,-16077208,42215,5202,394.8083
7974,-91227,-2294,3622947,-49839711,-16153617,42216,5222,394.8083
104323,-92622,124742,3586401,-50019010,-16110849,42217,5243,394.8083
136213,5162,188359,3484644,-49781653,-16126757,42218,5263,394.8083
-56880,41240,-97632,3548458,-49776548,-16064036,42219,5284,394.8083
103533,-26049,60901,3608069,-49775768,-16049101,42220,5304,394.8083
-54923,70667,157711,3545126,-49842519,-16091854,42221,5324,394.8083
102614,8306,-34855,3542107,-49918595,-16082257,42222,5345,394.8083
104457,-125283,124743,3489599,-49826612,-16072981,42223,5365,394.8083
-86411,-125567,94098,3498797,-49796336,-16284003,42224,5386,394.8083
-55707,72079,61957,3517775,-49651751,-16182234,42225,5406,394.8083
136244,-125604,156565,3347223,-49603881,-16004355,42226,5426,394.8083
-57117,-23829,-129429,3500309,-49880242,-16154567,42227,5447,394.8083
69424,42788,-162200,3511553,-49660229,-16234245,42228,5467,394.8083
38581,-56754,-98146,3624667,-49802517,-16131972,42229,5488,394.8083
-55152,-59753,93999,3383034,-49727628,-16230350,42230,5508,394.8083
-153223,172896,-128804,3550129,-49783199,-16236240,42231,5528,411.1679
-24303,-25466,-1969,3486310,-49765371,-16207385,42232,5549,411.1679
