X_GYRO_LWR,Y_GYRO_LWR,Z_GYRO_LWR,X_ACCL_LWR,Y_ACCL_LWR,Z_ACCL_LWR,DATA_CNTR,TIME_STAMP_LWR,USB_TIMESTAMP_MS
-18612,-161045,94641,3777042,-49471550,-17252286,18547,8622,6746.9264
-83461,-93835,-32608,3715641,-49361620,-17375524,18548,8632,6746.9264
107804,-126837,29956,3946482,-49568486,-17333413,18549,8641,6754.9267
202573,4916,29312,3839310,-49505556,-17200517,18550,8651,6754.9267
106746,5432,-33886,4070309,-49435023,-17258055,18551,8661,6754.9267
-82289,-63183,126977,3961232,-49536639,-17098531,18552,8670,6754.9267
-51445,36358,62924,4008895,-49583570,-17159023,18553,8680,6754.9267
76418,-29732,125915,4057492,-49404416,-17286727,18554,8690,6754.9267
-19282,3193,94631,4004456,-49233753,-17116413,18555,8700,6754.9267
-20608,201158,30784,4116469,-49331312,-17173054,18556,8709,6754.9267
265044,202684,-3041,3813216,-49411462,-17267517,18557,8719,6754.9267
297878,5278,28676,3912298,-49586913,-17190596,18558,8729,6754.9267
12747,2874,126337,3831627,-49692717,-17157434,18559,8738,6754.9267
-83334,-61866,31227,3836268,-49300239,-17311369,18560,8748,6754.9267
74991,-126081,-33663,3785651,-49366833,-17354153,18561,8758,6754.9267
202854,-192172,29327,3995772,-49219753,-17205431,18562,8768,6754.9267
108058,-62900,157626,4039334,-49414726,-17226632,18563,8777,6754.9267
12754,-63262,158263,4007541,-49470308,-17119828,18564,8787,6754.9267
11716,-126762,-1321,3684886,-49422371,-16978247,18565,8797,6754.9267
-85833,105007,-160287,3939412,-49438154,-17097013,18566,8806,6761.7075
-150682,172219,-287538,4011122,-49489574,-17370989,18567,8816,6761.7075
-212771,71676,-159437,3965820,-49321403,-17360560,18568,8826,6761.7075
-145564,-64744,223158,3755167,-49216782,-17289970,18569,8836,6761.7075
141133,-64976,317002,3738942,-49358511,-17163575,18570,8845,6761.7075
202707,-28812,93152,3603646,-49401619,-17254287,18571,8855,6761.7075
105573,-26099,-129634,4074493,-49466167,-17370219,18572,8865,6761.7075
169511,-124401,-130053,3967232,-49386647,-17187313,18573,8874,6761.7075
170034,-125280,-66217,3887534,-49089133,-17127546,18574,8884,6761.7075
43484,-126641,-1533,3871619,-49347309,-17378166,18575,8894,6761.7075
-51693,-94594,31018,3928480,-49578635,-17244281,18576,8904,6761.7075
11823,101416,126335,4081317,-49286117,-17071028,18577,8913,6761.7075
11696,69007,94419,3948029,-49152056,-17094872,18578,8923,6761.7075
-84513,-27701,-64526,3946306,-49326839,-17064245,18579,8933,6761.7075
-21626,-58990,-160701,3870395,-49356883,-17158511,18580,8942,6761.7075
170690,-159005,-2380,3689752,-49192251,-17093064,18581,8952,6761.7075
264936,-26374,-66859,3858900,-49235272,-17044844,18582,8962,6761.7075
168185,73564,-193900,3898224,-49453372,-17201196,18583,8972,6765.6105
-21513,103931,-64958,4075118,-49482193,-17241883,18584,8981,6765.6105
-84795,168507,-703,4046327,-49290799,-17112806,18585,8991,6765.6105
-180614,103766,-95816,3960644,-49212070,-17249104,18586,9001,6765.6105
-53006,-27142,-96656,3877565,-49291160,-17217641,18587,9010,6765.6105
74596,-92794,-65582,3909659,-49222751,-17179104,18588,9020,6765.6105
43230,-191458,-65364,3833626,-49232075,-17227680,18589,9030,6765.6105
74850,-27976,-1810,3885695,-49409954,-17088907,18590,9040,6765.6105
75244,-61263,30050,4042132,-49311796,-17225349,18591,9049,6765.6105
-52611,-60427,-64854,4034336,-49332308,-17178007,18592,9059,6765.6105
-52745,-27579,-64856,3933284,-49288112,-17124139,18593,9069,6765.6105
74983,-60824,-1867,3834800,-49501865,-17320760,18594,9078,6765.6105
138921,-159125,-2286,3922787,-49463586,-17269837,18595,9088,6765.6105
107273,-61581,61756,3989023,-49362194,-17338417,18596,9098,6765.6105
75626,35962,125798,4037240,-49306416,-17447180,18597,9108,6765.6105
11694,69008,94302,3803877,-49454403,-17162685,18598,9117,6765.6105
-116162,69843,-603,3930287,-49528825,-17119360,18599,9127,6765.6105
-115251,100934,127066,3778854,-49463445,-17320580,18600,9137,6779.5304
-114728,100056,190901,3920073,-49226636,-17158587,18601,9146,6779.5304
-115103,-62426,63240,4045489,-49389630,-17145586,18602,9156,6779.5304
-210133,-193740,31966,3860260,-49371466,-17185978,18603,9166,6779.5304
-210287,34876,127706,3770113,-49263969,-17315670,18604,9176,6779.5304
75090,167354,125789,3951945,-49337738,-17280366,18605,9185,6779.5304
106999,69370,93665,3819341,-49234235,-17215595,18606,9195,6779.5304
74588,-27537,-33786,3954264,-49349945,-17247460,18607,9205,6779.5304
75914,-225501,30060,4045048,-49390098,-17284749,18608,9214,6779.5304
107682,-225380,29848,3925584,-49487795,-17145976,18609,9224,6779.5304
106222,5432,-34001,3970329,-49448080,-17122288,18610,9234,6779.5304
11300,102296,62382,3984255,-49104421,-17142083,18611,9244,6779.5304
10784,37917,-33366,3980715,-49331112,-17249081,18612,9253,6779.5304
42425,5630,-65494,3845018,-49282891,-17093785,18613,9263,6779.5304
42693,-60065,-65490,3896420,-49198841,-17374223,18614,9273,6779.5304
-51553,-192696,-1011,4045327,-49104230,-17311700,18615,9282,6779.5304
-51433,-95031,62818,4025343,-49279004,-17210696,18616,9292,6779.5304
-115773,101813,63230,3938424,-49228639,-17200188,18617,9302,6779.5304
-115371,3269,63236,3856176,-49088011,-17294088,18618,9312,6779.5304
-145947,-161087,63455,3796238,-49239227,-17385856,18619,9321,6779.5304
-51962,-28017,-32942,4056166,-49309895,-17324982,18620,9331,6779.5304
-53020,104253,-96786,4103687,-49313185,-17252132,18621,9341,6779.5304
-275124,-27544,-127211,3967173,-49259569,-17328891,18622,9350,6779.5304
-179169,4347,-32095,4057043,-49390297,-17379836,18623,9360,6779.5304
13657,33966,253888,4110384,-49337571,-17185863,18624,9370,6779.5304
-49228,65255,350063,3881999,-49507584,-17359923,18625,9380,6779.5304
107120,167916,93656,4055984,-49441408,-17278980,18626,9389,6779.5304
105961,6752,-129757,3958187,-49664864,-17301555,18627,9399,6779.5304
-83985,-92954,-96561,3608610,-49590383,-17120372,18628,9409,6779.5304
-19671,-28774,30680,4043610,-49608382,-17335403,18629,9418,6779.5304
-18633,34724,190265,4100698,-49595605,-17415699,18630,9428,6779.5304
-114065,1953,158986,3825097,-49393026,-17342055,18631,9438,6779.5304
74842,38161,-33794,3824528,-49470724,-17195961,18632,9448,6779.5304
265580,71294,-3151,3994149,-49425719,-17281243,18633,9457,6779.5304
298392,69657,124307,3929649,-49404438,-17459702,18634,9467,6795.7589
76155,-29291,93880,3994044,-49615531,-17456112,18635,9477,6795.7589
-50508,-193573,62820,4029866,-49474487,-17240237,18636,9486,6795.7589
12492,-61941,62388,4111228,-49255413,-17236504,18637,9496,6795.7589
75895,-28852,61962,4152662,-49433806,-17213931,18638,9506,6795.7589
44535,-192772,30266,4072946,-49478182,-17273178,18639,9516,6795.7589
12639,-225302,-1437,4131411,-49393105,-17269469,18640,9525,6795.7589
44789,-127955,94098,4161860,-49247188,-17426811,18641,9535,6795.7589
44119,36283,94088,3984787,-49231069,-17494139,18642,9545,6795.7589
-83871,69966,-818,3867983,-49386489,-17401806,18643,9554,6795.7589
44789,-127955,94098,3970961,-49393260,-17343143,18644,9564,6795.7589
44916,-95547,126014,3980028,-49463160,-17362759,18645,9574,6795.7589
139290,69493,93450,3841832,-49617649,-17531833,18646,9584,6795.7589
106859,168356,61738,3996155,-49294426,-17409965,18647,9593,6795.7589
-51460,166874,126634,3900967,-49408892,-17455820,18648,9603,6795.7589
-51721,167313,94746,3913328,-49354483,-17222701,18649,9613,6795.7589
-115511,102254,31368,3875672,-49280599,-17130646,18650,9622,6795.7589
-242585,101770,32217,3619444,-49400018,-17434795,18651,9632,6803.8255
-115250,101814,63286,3822517,-49366496,-17379014,18652,9642,6803.8255
12345,101418,126273,3953513,-49265255,-17111231,18653,9652,6803.8255
12619,-29534,94363,3746539,-49615458,-17107357,18654,9661,6803.8255
76170,-159804,30112,3964092,-49271058,-17038664,18655,9671,6803.8255
75641,-93670,-1810,3958380,-49637560,-17112458,18656,9681,6803.8255
76036,-126957,30110,3842012,-49554908,-17192920,18657,9690,6803.8255
-51051,3072,94786,3760479,-49463571,-17264725,18658,9700,6803.8255
-178780,36316,31797,3849334,-49309740,-17112585,18659,9710,6803.8255
43852,101978,94143,4039342,-49402219,-17166551,18660,9720,6803.8255
234321,200806,124783,4057683,-49450106,-17407658,18661,9729,6803.8255
10637,202158,-33321,3827545,-49409271,-17267626,18662,9739,6803.8255
-147916,-59909,-127997,3962569,-49414412,-17457556,18663,9749,6803.8255
-50903,-160286,30960,3993216,-49359983,-17286520,18664,9758,6803.8255
-50119,-161605,126713,4042934,-49388120,-17270003,18665,9768,6803.8255
-18746,-128197,94581,4096829,-49597498,-17330739,18666,9778,6803.8255
106082,104416,-65869,3913782,-49383210,-17185792,18667,9788,6803.8255
139029,69932,61591,3887944,-49326379,-17328220,18668,9797,6811.5817
13953,-292755,126297,3913242,-49406715,-17453627,18669,9807,6811.5817
-18733,-258709,30754,3831192,-49251281,-17424971,18670,9817,6811.5817
-20059,-60744,-33093,4098620,-49228763,-17207174,18671,9826,6811.5817
-51968,37239,-970,3793235,-49396549,-17043727,18672,9836,6811.5817
11561,102736,30520,3834277,-49254336,-17116031,18673,9846,6811.5817
138895,102779,61590,3852355,-49235769,-17167479,18674,9856,6811.5817
170014,71370,-34373,3686892,-49249387,-16938632,18675,9865,6811.5817
-84647,6027,-128425,3806667,-49220174,-17258805,18676,9875,6811.5817
-51821,-126122,-64794,3959574,-49115202,-17187810,18677,9885,6811.5817
106382,-222744,-161600,3965022,-49047064,-17132865,18678,9894,6811.5817
74996,-125639,-65641,3961247,-49374039,-17081657,18679,9904,6811.5817
-242445,68482,64138,3884520,-49365325,-17272824,18680,9914,6811.5817
-115774,167509,63284,3873759,-49172098,-17278386,18681,9924,6811.5817
-52499,168190,30942,3843213,-49138838,-17060381,18682,9933,6811.5817
-83195,-94713,31170,3907521,-49352105,-17092074,18683,9943,6811.5817
-18741,-128638,126501,3851712,-49338563,-17154465,18684,9953,6811.5817
-83336,3390,63081,4009991,-49186383,-17136663,18685,9962,6819.5943
74989,-60383,-33727,4039732,-49272568,-17181258,18686,9972,6820.5934
75906,-94549,62028,3957971,-49329472,-17288395,18687,9982,6820.5934
-178895,-61877,-113,4151028,-49295810,-17158029,18688,9992,6820.5934
-242826,-28920,-31609,4019031,-49279246,-17258219,18689,10001,6820.5934
42947,70271,-1606,3925819,-49210322,-17220528,18690,10011,6820.5934
11447,4455,-1390,3972298,-49321003,-17269513,18691,10021,6820.5934
-209739,-161509,63940,3813611,-49308930,-17384463,18692,10030,6821.5949
-146477,-30315,95425,3957866,-49160731,-17273503,18693,10040,6821.5949
-51192,165816,190530,3910276,-49249212,-17103002,18694,10050,6821.5949
-114588,67470,159042,4023939,-49463884,-17121938,18695,10060,6821.5949
11835,36423,62444,3946941,-49536728,-17090342,18696,10069,6821.5949
139431,36027,125431,3849942,-49484197,-17019737,18697,10079,6821.5949
139042,4058,61598,3785801,-49368761,-17333685,18698,10089,6821.5949
139309,-61637,61602,3866968,-49472994,-17427959,18699,10098,6821.5949
75257,-126256,-33723,3915154,-49508949,-17276781,18700,10108,6821.5949
-83985,-28317,-32669,3894014,-49434773,-17157651,18701,10118,6821.5949
-147796,102394,-336,3795122,-49473850,-17409795,18702,10128,6827.7077
-51842,134285,94779,3857645,-49392949,-17439299,18703,10137,6827.7077
139303,3618,93515,4058314,-49451520,-17233499,18704,10147,6827.7077
202726,-159061,-2653,3912256,-49407692,-17123953,18705,10157,6827.7077
171613,-192908,61397,4169216,-49445986,-17216072,18706,10166,6827.7077
202330,-125774,-34572,3867186,-49345629,-17474017,18707,10176,6827.7077
202203,-158182,-66488,4050436,-49315779,-17215209,18708,10186,6827.7077
45190,-161860,157996,4177236,-49427325,-17201453,18709,10196,6827.7077
-83087,133286,158826,3988467,-49473257,-17325749,18710,5,6827.7077
-53148,136482,-64809,3860501,-49435871,-17365475,18711,15,6827.7077
-20984,103316,-33101,3999889,-49526133,-17183363,18712,24,6827.7077
-116028,102515,-548,3988950,-49447725,-17072397,18713,34,6827.7077
-84246,-27878,-64587,3991631,-49503343,-17104291,18714,44,6827.7077
12492,2696,126281,3934888,-49409466,-17121976,18715,53,6827.7077
12096,35983,94361,3976939,-49355857,-17241179,18716,63,6827.7077
10790,38180,-65227,4078693,-49274254,-17204050,18717,73,6827.7077
43081,37423,-1604,4040664,-49355012,-17222071,18718,83,6827.7077
74984,4696,-1814,4062718,-49449084,-17134123,18719,92,6829.7185
-20053,-61362,-1174,3995733,-49359477,-17160234,18720,102,6829.7185
11842,-28833,30530,4001391,-49336997,-17226224,18721,112,6829.7185
-83469,36061,63080,3965755,-49632099,-17371759,18722,121,6829.7185
-210810,101274,63924,3814149,-49502262,-17360534,18723,131,6829.7185
-84400,200739,31152,3575083,-49443511,-17369819,18724,141,6829.7185
41888,202540,-65449,3951945,-49494108,-17272606,18725,151,6829.7185
74595,-27274,-65647,4130993,-49370627,-17300699,18726,160,6829.7185
138386,37785,-2240,4020347,-49350867,-17135278,18727,170,6829.7185
138520,4937,-2238,3937256,-49294483,-17195158,18728,180,6829.7185
75130,-158665,-65639,3902282,-49261612,-17078798,18729,189,6829.7185
138405,-157984,-97980,3811581,-49546561,-17060744,18730,199,6829.7185
-19257,-193192,30752,3906866,-49446590,-17044127,18731,209,6829.7185
-82552,1895,158834,3796581,-49384799,-17234751,18732,219,6829.7185
-51975,167134,94777,3920316,-49457813,-17378048,18733,228,6829.7185
42022,169692,-65447,3836367,-49181355,-17434737,18734,238,6829.7185
75111,37104,30102,4197323,-49144074,-17450403,18735,248,6829.7185
13155,-128694,126288,4105082,-49288850,-17341161,18736,257,6844.8375
-19409,-29392,62658,3941702,-49375395,-17399517,18737,267,6844.8375
11823,102120,62438,3980208,-49456727,-17253213,18738,277,6844.8375
11575,-27953,-33307,3828319,-49500210,-17395882,18739,287,6844.8375
75380,-93408,-33727,3866521,-49427609,-17357133,18740,296,6844.8375
75233,69952,30098,3917143,-49208841,-17332766,18741,306,6844.8375
76010,133890,157764,4147521,-49376574,-17275574,18742,316,6844.8375
12607,100801,158190,3957448,-49623954,-17346816,18743,325,6844.8375
107670,-94166,29896,3963379,-49428159,-17260987,18744,335,6844.8375
107549,-191830,-33933,3910768,-49213312,-17417890,18745,345,6844.8375
-51579,69030,62864,3879043,-49166698,-17512816,18746,355,6844.8375
11152,266447,62428,4098845,-49309860,-17451189,18747,364,6844.8375
-20616,266415,62640,4098825,-49065956,-17103428,18748,374,6844.8375
43590,102417,62226,4163440,-49041290,-17349393,18749,384,6844.8375
43858,36721,62230,3966984,-49270213,-17414188,18750,393,6844.8375
-147789,-27501,-96081,3801932,-49493957,-17287924,18751,403,6844.8375
-84252,-27259,-96506,4091857,-49342026,-17217391,18752,413,6844.8375
-51580,69208,62864,4223475,-49390270,-17364422,18753,423,6852.9978
-115914,200797,31363,3920029,-49399729,-17231838,18754,432,6852.9978
-116168,135980,-32468,3723135,-49247619,-17160467,18755,442,6852.9978
11179,5510,-65227,3744408,-49177834,-17287871,18756,452,6852.9978
-19275,-62062,62659,3868212,-49229925,-17324999,18757,461,6852.9978
-18485,-128637,126499,3995074,-49157956,-17184049,18758,471,6852.9978
-19671,-28775,30740,4045823,-49285097,-17249833,18759,481,6852.9978
43852,101978,94143,3940466,-49101502,-17328753,18760,491,6852.9978
171327,3917,93301,3926272,-49124424,-17364435,18761,500,6852.9978
170550,-60020,-34365,4056337,-49274284,-17129336,18762,510,6852.9978
107127,102659,61801,3729501,-49253583,-17120891,18763,520,6852.9978
75875,166916,157762,3768822,-49246529,-17000252,18764,529,6852.9978
106477,71129,-33949,3730549,-49212910,-17267520,18765,539,6852.9978
138775,5115,-2240,3869443,-49314116,-17282561,18766,549,6852.9978
43604,-28094,-1602,3836663,-49487458,-17322627,18767,559,6852.9978
-52752,38556,-96722,3955651,-49300595,-17246525,18768,568,6852.9978
42291,39357,-129276,4034104,-49290859,-17082036,18769,578,6852.9978
138111,104098,-34163,3853567,-49299135,-17048134,18770,588,6860.7245
43470,4753,-1604,3713451,-49326363,-17296243,18771,597,6860.7245
12224,3753,62444,3965083,-49384706,-17210362,18772,607,6860.7245
-19544,3633,62656,3794994,-49515642,-16981177,18773,617,6860.7245
-83080,3391,63080,3714624,-49300161,-17463927,18774,627,6860.7245
11554,167993,62434,3810305,-49397818,-17490015,18775,636,6860.7245
11688,135145,62436,4008554,-49442204,-17340124,18776,646,6860.7245
-19289,68449,126487,3962506,-49256055,-17489104,18777,656,6860.7245
11695,69888,30522,4051369,-49281493,-17424588,18778,666,6860.7245
75507,-60822,-1812,4190693,-49357225,-17202867,18779,675,6860.7245
75507,-60822,-1812,4234277,-49364556,-17092778,18780,685,6860.7245
42941,70887,-33525,3848186,-49592361,-17359985,18781,695,6860.7245
12217,69009,94357,3827906,-49571489,-17193934,18782,704,6860.7245
75118,-92791,-65645,4010431,-49561172,-17240234,18783,714,6860.7245
43209,5192,-33521,3983874,-49409182,-17215397,18784,724,6860.7245
12224,3753,62444,4042148,-49484819,-17286601,18785,734,6860.7245
-52082,-125682,-96712,4009900,-49567988,-17433178,18786,743,6860.7245
43886,-224303,-65425,3884791,-49392157,-17298763,18787,753,6868.4444
171742,-225138,29480,3887280,-49395844,-17178533,18788,763,6868.4444
266645,-126232,28838,4001218,-49489339,-17257910,18789,772,6868.4444
169886,38961,-66289,3983672,-49415650,-17304654,18790,782,6868.4444
106618,-26975,-65861,3931931,-49374996,-17260541,18791,792,6868.4444
138902,37523,29676,3857482,-49484826,-17225208,18792,802,6868.4444
107395,36963,61806,3998320,-49565269,-17190168,18793,811,6868.4444
-84005,102813,-761,3666202,-49279000,-17105324,18794,821,6868.4444
-180489,169465,-95881,3913414,-49181383,-17120885,18795,831,6868.4444
-51963,36798,30950,3945760,-49146071,-17138817,18796,840,6868.4444
108332,-128155,125653,3939474,-49408908,-16968496,18797,850,6868.4444
202980,-94067,61178,3865930,-49384438,-17383358,18798,860,6868.4444
170039,-124838,-98195,3707862,-49207034,-17271955,18799,870,6868.4444
11727,-191576,-65213,3741339,-49366488,-17091566,18800,879,6868.4444
42564,-26777,-97352,4107504,-49394731,-17023132,18801,889,6868.4444
74855,-27535,-33729,4067639,-49325198,-16995438,18802,899,6868.4444
43736,3873,62234,3866320,-49417396,-17377614,18803,908,6868.4444
-147268,36436,31586,3883281,-49324936,-17475688,18804,918,6876.4434
-19672,36040,94573,3900471,-49194700,-17349263,18805,928,6876.4434
267292,-29798,188421,4094133,-49231301,-17317372,18806,938,6876.4434
234995,36304,156711,4019022,-49556503,-17086217,18807,947,6876.4434
75503,4170,62022,3815167,-49392798,-17215643,18808,957,6876.4434
11847,-93734,-1384,3877883,-49274154,-17031015,18809,967,6876.4434
234218,-27634,29045,3890924,-49216997,-17214645,18810,976,6876.4434
266247,-27953,60751,3831391,-49390722,-17271487,18811,986,6876.4434
234218,-27634,29045,3935534,-49333764,-17230553,18812,996,6876.4434
75778,-126781,30112,4067093,-49357047,-17294280,18813,1006,6876.4434
-51957,-28281,-963,3839894,-49302793,-17462999,18814,1015,6876.4434
-147791,37491,-32249,3977467,-49259425,-17301766,18815,1025,6876.4434
-114844,3007,95211,3872736,-49112701,-17335599,18816,1035,6876.4434
171197,36501,125218,4023954,-49363844,-17327850,18817,1044,6876.4434
171197,36501,125218,3965355,-49455313,-17412522,18818,1054,6876.4434
138638,102955,61592,4137434,-49416115,-17396268,18819,1064,6876.4434
-52239,167926,62860,4094778,-49414061,-17238933,18820,1074,6876.4434
-243357,37568,-63530,4054426,-49465934,-17223371,18821,1083,6878.5673
-20048,-126264,-33087,3797715,-49469087,-17223092,18822,1093,6878.5673
202859,-191554,-2651,3835044,-49320254,-17146025,18823,1103,6878.5673
11988,-191839,-33295,3790399,-49232715,-17259107,18824,1112,6878.5673
-178099,-193442,31812,4119668,-49446863,-17297523,18825,1122,6878.5673
12637,-160309,62456,4135889,-49569856,-17224552,18826,1132,6878.5673
202450,-27755,29257,4025120,-49443932,-17304345,18827,1142,6878.5673
138786,-60404,-2234,3855861,-49240517,-17373044,18828,1151,6878.5673
11847,-93735,-1384,3911236,-49392084,-17376943,18829,1161,6878.5673
42945,70624,-1606,3879388,-49303892,-17340627,18830,1171,6878.5673
137854,104273,-34161,3833664,-49129912,-17437943,18831,1180,6878.5673
106220,71305,-33947,3761417,-49258327,-17432004,18832,1190,6878.5673
-21247,104109,-65019,3736221,-49352993,-17348534,18833,1200,6878.5673
-116941,71777,-128216,3845210,-49557896,-17500067,18834,1210,6878.5673
-20832,-124946,-128840,3946451,-49426784,-17406236,18835,1219,6878.5673
107024,-125781,-33935,3930188,-49412213,-17294160,18836,1229,6878.5673
43213,4929,-1602,3682682,-49303751,-17169853,18837,1239,6878.5673
11043,103351,-1396,3957587,-49265229,-17117656,18838,1248,6893.2923
-21254,169365,-33105,3861271,-49462156,-17210335,18839,1258,6893.2923
-53284,169684,-64811,3870263,-49400820,-17358682,18840,1268,6893.2923
-52493,103110,-972,3853049,-49456009,-17187494,18841,1278,6893.2923
-147664,69900,-334,3838563,-49270765,-17105882,18842,1287,6893.2923
-83605,69262,63078,3863912,-49330191,-17129382,18843,1297,6893.2923
106870,102834,61804,3975753,-49475894,-17435558,18844,1307,6893.2923
202048,70788,29251,3832299,-49508615,-17466039,18845,1316,6893.2923
44003,-61645,62238,3960542,-49345579,-17164200,18846,1326,6893.2923
-115501,36733,31374,3829896,-49277601,-17274003,18847,1336,6893.2923
-85052,169563,-64599,3826234,-49354335,-17447251,18848,1346,6893.2923
12094,36337,94361,4010136,-49286319,-17469896,18849,1355,6893.2923
13548,-129219,190124,3865094,-49199767,-17509023,18850,1365,6893.2923
-50376,-161429,126715,3832020,-49192054,-17542313,18851,1375,6893.2923
11585,-93296,-33301,3904731,-49240344,-17484460,18852,1384,6893.2923
-20705,-92538,-96924,4024638,-49235961,-17226453,18853,1394,6893.2923
-116283,-26765,-128211,4169385,-49608396,-17164524,18854,1404,6893.2923
11051,-26721,-97142,3839921,-49504912,-16997300,18855,1414,6897.3127
43335,37777,-1606,3923281,-49300464,-17070486,18856,1423,6897.3127
-52485,-26962,-96718,3915319,-49502517,-17175083,18857,1433,6897.3127
-51701,-28280,-966,4045780,-49585290,-17183693,18858,1443,6897.3127
43998,-61205,30318,3813869,-49475422,-17314311,18859,1452,6897.3127
139283,134925,125423,3979168,-49543248,-17287214,18860,1462,6897.3127
203744,35744,188840,3895920,-49470344,-17328194,18861,1472,6897.3127
203892,-127616,125015,3825059,-49526456,-17236181,18862,1482,6897.3127
108057,-61843,93729,3691968,-49544355,-17177213,18863,1491,6897.3127
75887,36579,93935,3978253,-49442032,-17159265,18864,1501,6897.3127
10644,136725,-65235,3892844,-49523524,-17223239,18865,1511,6897.3127
-53809,170649,-160566,3975727,-49448810,-17333564,18866,1520,6897.3127
42560,-26515,-129272,4067331,-49533977,-17298927,18867,1530,6897.3127
74864,-157786,-129476,4032543,-49567637,-17395038,18868,1540,6897.3127
12245,-192192,-33297,3767796,-49370563,-17161730,18869,1550,6897.3127
-51317,68591,94781,3790821,-49399021,-17143326,18870,1559,6897.3127
-82041,66713,222664,3713025,-49351817,-17510199,18871,1569,6897.3127
-144908,-97767,223099,3818443,-49372751,-17389516,18872,1579,6909.3638
-51171,-94768,30956,4011055,-49312454,-17289872,18873,1588,6909.3638
-52356,5092,-64803,3822903,-49478623,-17071690,18874,1598,6909.3638
-20588,5212,-65015,3704949,-49420527,-17106899,18875,1608,6909.3638
11173,70590,-33313,3916452,-49432560,-17176139,18876,1618,6909.3638
74690,266599,62004,3967402,-49403153,-17181582,18877,1627,6909.3638
138883,233114,125417,3986167,-49427651,-17194253,18878,1637,6909.3638
12480,68393,126275,3953311,-49398855,-17073791,18879,1647,6909.3638
-114841,-62163,31379,3969731,-49407007,-17111123,18880,1656,6909.3638
43745,-126376,-33513,3872628,-49504671,-17044773,18881,1666,6909.3638
171608,-192467,29478,3549096,-49426378,-17052055,18882,1676,6909.3638
170671,37467,29464,3862871,-49435498,-17242901,18883,1686,6909.3638
-116421,70986,-96300,4024912,-49254439,-17216358,18884,1695,6909.3638
-85169,6728,-192261,3971232,-49234540,-17220580,18885,1705,6909.3638
11039,103438,-33315,3995916,-49184147,-17004025,18886,1715,6909.3638
-51572,3774,30950,3893952,-49130483,-17194712,18887,1724,6909.3638
12225,3576,62444,4016790,-49244012,-17143685,18888,1734,6909.3638
42540,169254,-33531,3736032,-49163479,-17254324,18889,1744,6917.4191
-84928,202058,-64602,3914492,-49301167,-17250962,18890,1754,6917.4191
11582,-93210,-65221,4122557,-49172884,-17179255,18891,1763,6917.4191
234361,-190908,-66699,3987562,-49063502,-17195279,18892,1773,6917.4191
265721,-26988,-35003,4042010,-49359878,-17437789,18893,1783,6917.4191
202185,-27229,-34579,4273478,-49576509,-17240297,18894,1792,6917.4191
12614,35545,126277,3930982,-49309244,-17265703,18895,1802,6917.4191
12486,3136,94361,3984780,-49331103,-17232476,18896,1812,6917.4191
75367,37104,30100,3989946,-49273687,-17308330,18897,1822,6917.4191
76419,-29910,125857,4139985,-49136235,-17359226,18898,1831,6917.4191
12091,36424,62441,3977057,-49264011,-17445135,18899,1841,6917.4191
137731,6694,-129910,3972428,-49149920,-17142837,18900,1851,6917.4191
267040,-159697,60757,3877319,-49295584,-17305264,18901,1860,6917.4191
203364,-61835,93093,4202005,-49310151,-17321933,18902,1870,6917.4191
106090,38982,-97782,4066853,-49334342,-17292101,18903,1880,6917.4191
-21104,-59165,-160764,3966187,-49477356,-17240950,18904,1890,6917.4191
-115370,3972,-543,3956574,-49531005,-17254236,18905,1899,6917.4191
11040,103438,-33315,4027089,-49400190,-17150250,18906,1909,6925.4129
74831,168495,30092,3961560,-49144421,-17325308,18907,1919,6925.4129
12881,-30150,126281,3990197,-49267165,-17223216,18908,1928,6925.4129
-83716,-158828,-96498,3863413,-49328626,-17297436,18909,1938,6925.4129
-116542,-26680,-160129,3962898,-49420298,-17393368,18910,1948,6925.4129
75245,-60560,-33729,3967264,-49399123,-17227143,18911,1958,6925.4129
107409,-93726,-2022,3962390,-49304059,-17078570,18912,1967,6925.4129
12111,-159345,-33299,3924087,-49216257,-17135616,18913,1977,6925.4129
-51954,-93451,-64797,3803235,-49284141,-17307461,18914,1987,6925.4129
-148324,103713,-96089,3736403,-49340283,-17240303,18915,1996,6925.4129
-147279,101956,31581,3847624,-49378202,-17300232,18916,2006,6925.4129
12626,-94967,62450,3716752,-49556412,-17204177,18917,2016,6925.4129
-18994,-258448,-1163,3921081,-49486181,-17239087,18918,2026,6925.4129
42700,-124619,-161184,3730663,-49383704,-17265853,18919,2035,6925.4129
138387,-27031,-66073,3752634,-49486206,-17238163,18920,2045,6925.4129
107931,-94605,61814,4067431,-49383787,-17296740,18921,2055,6925.4129
-51305,-61921,30954,4050086,-49278602,-17152250,18922,2064,6925.4129
-83869,69789,-759,4038480,-49136254,-16988520,18923,2074,6933.0094
43591,102240,62226,3916406,-49272100,-17177948,18924,2084,6933.0094
75099,102800,30096,4076958,-49282263,-17114796,18925,2094,6933.0094
-84519,38258,-96510,4220812,-49326276,-17272051,18926,2103,6933.0094
-52089,-60604,-64798,3959095,-49076073,-17158222,18927,2113,6933.0094
75768,-61439,30106,3780016,-49055756,-17192322,18928,2123,6933.0094
-19811,69151,62652,3977587,-49282226,-17356010,18929,2132,6933.0094
-117487,268511,-128229,4050125,-49178527,-17372668,18930,2142,6933.0094
-86241,269511,-192277,4055002,-49509116,-17201181,18931,2152,6933.0094
